id_registro_meteo,aeroporto,data_hora,temperatura_c,pressao_hpa,visibilidade_m,vento_kmh,rajada_kmh,precipitacao_mm,cobertura_nuvens_pct,condicao_meteorologica
MET2025-0102,SBCT,2025-07-01 03:00,13.1,1018.4,6665,15,31,2.4,55,Chuva
MET2025-0103,SBCT,2025-07-01 06:00,12.1,1018.9,6665,15,33,2.4,55,Chuva
MET2025-0104,SBCT,2025-07-01 09:00,13.1,1018.4,6665,15,31,2.4,50,Chuva
MET2025-0105,SBCT,2025-07-01 12:00,14.1,1017.9,6665,15,37,2.4,52,Chuva
MET2025-0101,SBRF,2025-07-01 00:00,27.4,1006.8,10932,21,38,0.4,34,Ceu aberto
MET2025-0102,SBRF,2025-07-01 03:00,26.5,1007.3,10932,21,41,0.4,24,Ceu aberto
MET2025-0103,SBRF,2025-07-01 06:00,25.5,1007.8,10932,21,38,0.4,23,Ceu aberto
MET2025-0104,SBRF,2025-07-01 09:00,26.5,1007.3,10932,21,36,0.4,34,Ceu aberto
MET2025-0105,SBRF,2025-07-01 12:00,27.4,1006.8,10932,21,42,0.4,31,Ceu aberto
MET2025-0101,SBFL,2025-07-01 00:00,16.0,1017.4,8314,19,37,3.2,65,Chuva
MET2025-0102,SBFL,2025-07-01 03:00,15.1,1017.9,8314,19,34,3.2,79,Chuva
MET2025-0103,SBFL,2025-07-01 06:00,14.1,1018.4,8314,19,33,3.2,81,Chuva
MET2025-0104,SBFL,2025-07-01 09:00,15.1,1017.9,8314,19,30,3.2,86,Chuva
MET2025-0105,SBFL,2025-07-01 12:00,16.0,1017.4,8314,19,43,3.2,49,Chuva
MET2025-0101,SBSV,2025-07-01 00:00,23.4,1015.7,10235,20,36,0.5,33,Ceu aberto
MET2025-0102,SBSV,2025-07-01 03:00,22.4,1016.1,10235,20,40,0.5,23,Ceu aberto
MET2025-0103,SBSV,2025-07-01 06:00,21.4,1016.6,10235,20,37,0.5,38,Ceu aberto
MET2025-0104,SBSV,2025-07-01 09:00,22.4,1016.1,10235,20,43,0.5,19,Ceu aberto
MET2025-0105,SBSV,2025-07-01 12:00,23.4,1015.7,10235,20,35,0.5,36,Ceu aberto
MET2025-0101,SBCG,2025-07-01 00:00,21.4,1018.4,9828,13,38,1.5,48,Chuva
MET2025-0102,SBCG,2025-07-01 03:00,20.4,1018.9,9828,13,34,1.5,38,Chuva
MET2025-0103,SBCG,2025-07-01 06:00,19.4,1019.4,9828,13,28,1.5,62,Chuva
MET2025-0104,SBCG,2025-07-01 09:00,20.4,1018.9,9828,13,36,1.5,26,Chuva
MET2025-0105,SBCG,2025-07-01 12:00,21.4,1018.4,9828,13,29,1.5,55,Chuva
MET2025-0201,SBGR,2025-07-02 00:00,16.4,1018.5,9667,19,42,2.0,38,Chuva
MET2025-0202,SBGR,2025-07-02 03:00,15.4,1019.0,9667,19,40,2.0,53,Chuva
MET2025-0203,SBGR,2025-07-02 06:00,14.5,1019.5,9667,19,30,2.0,29,Chuva
MET2025-0204,SBGR,2025-07-02 09:00,15.4,1019.0,9667,19,32,2.0,41,Chuva
MET2025-0205,SBGR,2025-07-02 12:00,16.4,1018.5,9667,19,42,2.0,49,Chuva
MET2025-0201,SBGL,2025-07-02 00:00,19.3,1014.6,8781,20,45,3.2,79,Chuva
MET2025-0202,SBGL,2025-07-02 03:00,18.4,1015.1,8781,20,40,3.2,85,Chuva
MET2025-0203,SBGL,2025-07-02 06:00,17.4,1015.6,8781,20,45,3.2,76,Chuva
MET2025-0204,SBGL,2025-07-02 09:00,18.4,1015.1,8781,20,32,3.2,56,Chuva
MET2025-0205,SBGL,2025-07-02 12:00,19.3,1014.6,8781,20,40,3.2,77,Chuva
MET2025-0201,SBBR,2025-07-02 00:00,19.3,1014.4,12190,7,29,0.4,20,Ceu aberto
MET2025-0202,SBBR,2025-07-02 03:00,18.4,1014.8,12190,7,21,0.4,33,Ceu aberto
MET2025-0203,SBBR,2025-07-02 06:00,17.4,1015.3,12190,7,20,0.4,25,Ceu aberto
MET2025-0204,SBBR,2025-07-02 09:00,18.4,1014.8,12190,7,22,0.4,40,Ceu aberto
MET2025-0205,SBBR,2025-07-02 12:00,19.3,1014.4,12190,7,30,0.4,32,Ceu aberto
MET2025-0201,SBCF,2025-07-02 00:00,18.1,1013.6,7664,14,25,2.3,66,Chuva
MET2025-0202,SBCF,2025-07-02 03:00,17.2,1014.1,7664,14,37,2.3,49,Chuva
MET2025-0203,SBCF,2025-07-02 06:00,16.2,1014.6,7664,14,34,2.3,38,Chuva
MET2025-0204,SBCF,2025-07-02 09:00,17.2,1014.1,7664,14,31,2.3,47,Chuva
MET2025-0205,SBCF,2025-07-02 12:00,18.1,1013.6,7664,14,30,2.3,53,Chuva
MET2025-0201,SBPA,2025-07-02 00:00,13.6,1017.6,3926,21,35,4.3,86,Chuva
MET2025-0202,SBPA,2025-07-02 03:00,12.7,1018.1,3926,21,37,4.3,89,Chuva
MET2025-0203,SBPA,2025-07-02 06:00,11.7,1018.5,3926,21,32,4.3,97,Chuva
MET2025-0204,SBPA,2025-07-02 09:00,12.7,1018.1,3926,21,40,4.3,85,Chuva
MET2025-0205,SBPA,2025-07-02 12:00,13.6,1017.6,3926,21,39,4.3,71,Chuva
MET2025-0201,SBCT,2025-07-02 00:00,12.2,1019.6,4726,21,38,3.6,74,Chuva
MET2025-0202,SBCT,2025-07-02 03:00,11.3,1020.0,4726,21,34,3.6,71,Chuva
MET2025-0203,SBCT,2025-07-02 06:00,10.3,1020.5,4726,21,37,3.6,88,Chuva
MET2025-0204,SBCT,2025-07-02 09:00,11.3,1020.0,4726,21,37,3.6,75,Chuva
MET2025-0205,SBCT,2025-07-02 12:00,12.2,1019.6,4726,21,42,3.6,84,Chuva
MET2025-0201,SBRF,2025-07-02 00:00,25.2,1012.0,11765,15,29,0.2,28,Ceu aberto
MET2025-0202,SBRF,2025-07-02 03:00,24.3,1012.5,11765,15,30,0.2,11,Ceu aberto
MET2025-0203,SBRF,2025-07-02 06:00,23.3,1012.9,11765,15,36,0.2,43,Ceu aberto
MET2025-0204,SBRF,2025-07-02 09:00,24.3,1012.5,11765,15,39,0.2,12,Ceu aberto
MET2025-0205,SBRF,2025-07-02 12:00,25.2,1012.0,11765,15,39,0.2,29,Ceu aberto
MET2025-0201,SBFL,2025-07-02 00:00,14.2,1015.5,7377,19,38,2.8,52,Chuva
MET2025-0202,SBFL,2025-07-02 03:00,13.2,1016.0,7377,19,41,2.8,54,Chuva
MET2025-0203,SBFL,2025-07-02 06:00,12.3,1016.5,7377,19,32,2.8,71,Chuva
MET2025-0204,SBFL,2025-07-02 09:00,13.2,1016.0,7377,19,43,2.8,54,Chuva
MET2025-0205,SBFL,2025-07-02 12:00,14.2,1015.5,7377,19,39,2.8,42,Chuva
MET2025-0201,SBSV,2025-07-02 00:00,20.3,1017.3,12352,17,36,0.4,24,Ceu aberto
MET2025-0202,SBSV,2025-07-02 03:00,19.3,1017.8,12352,17,30,0.4,12,Ceu aberto
MET2025-0203,SBSV,2025-07-02 06:00,18.4,1018.3,12352,17,35,0.4,23,Ceu aberto
MET2025-0204,SBSV,2025-07-02 09:00,19.3,1017.8,12352,17,28,0.4,22,Ceu aberto
MET2025-0205,SBSV,2025-07-02 12:00,20.3,1017.3,12352,17,28,0.4,27,Ceu aberto
MET2025-0201,SBCG,2025-07-02 00:00,15.3,1018.2,11680,17,42,0.4,19,Ceu aberto
MET2025-0202,SBCG,2025-07-02 03:00,14.3,1018.7,11680,17,36,0.4,11,Ceu aberto
MET2025-0203,SBCG,2025-07-02 06:00,13.4,1019.2,11680,17,28,0.4,30,Ceu aberto
MET2025-0204,SBCG,2025-07-02 09:00,14.3,1018.7,11680,17,42,0.4,20,Ceu aberto
MET2025-0205,SBCG,2025-07-02 12:00,15.3,1018.2,11680,17,29,0.4,7,Ceu aberto
MET2025-0301,SBGR,2025-07-03 00:00,16.5,1016.3,8180,19,33,2.7,48,Chuva
MET2025-0302,SBGR,2025-07-03 03:00,15.6,1016.8,8180,19,31,2.7,57,Chuva
MET2025-0303,SBGR,2025-07-03 06:00,14.7,1017.2,8180,19,35,2.7,70,Chuva
MET2025-0304,SBGR,2025-07-03 09:00,15.6,1016.8,8180,19,31,2.7,69,Chuva
MET2025-0305,SBGR,2025-07-03 12:00,16.5,1016.3,8180,19,34,2.7,57,Chuva
MET2025-0301,SBGL,2025-07-03 00:00,18.3,1014.0,8331,22,34,3.0,68,Chuva
MET2025-0302,SBGL,2025-07-03 03:00,17.4,1014.4,8331,22,34,3.0,65,Chuva
MET2025-0303,SBGL,2025-07-03 06:00,16.4,1014.9,8331,22,41,3.0,66,Chuva
MET2025-0304,SBGL,2025-07-03 09:00,17.4,1014.4,8331,22,44,3.0,79,Chuva
MET2025-0305,SBGL,2025-07-03 12:00,18.3,1014.0,8331,22,38,3.0,60,Chuva
MET2025-0301,SBBR,2025-07-03 00:00,21.8,1009.4,11542,11,35,1.0,32,Chuva
MET2025-0302,SBBR,2025-07-03 03:00,20.9,1009.8,11542,11,25,1.0,31,Chuva
MET2025-0303,SBBR,2025-07-03 06:00,19.9,1010.3,11542,11,35,1.0,48,Chuva
MET2025-0304,SBBR,2025-07-03 09:00,20.9,1009.8,11542,11,28,1.0,32,Chuva
MET2025-0305,SBBR,2025-07-03 12:00,21.8,1009.4,11542,11,25,1.0,51,Chuva
MET2025-0301,SBCF,2025-07-03 00:00,17.3,1009.8,9992,18,35,1.4,50,Chuva
MET2025-0302,SBCF,2025-07-03 03:00,16.3,1010.3,9992,18,28,1.4,39,Chuva
MET2025-0303,SBCF,2025-07-03 06:00,15.4,1010.8,9992,18,30,1.4,40,Chuva
MET2025-0304,SBCF,2025-07-03 09:00,16.3,1010.3,9992,18,37,1.4,53,Chuva
MET2025-0305,SBCF,2025-07-03 12:00,17.3,1009.8,9992,18,31,1.4,45,Chuva
MET2025-0301,SBPA,2025-07-03 00:00,14.2,1020.1,5961,21,44,4.4,74,Chuva
MET2025-0302,SBPA,2025-07-03 03:00,13.3,1020.6,5961,21,37,4.4,89,Chuva
MET2025-0303,SBPA,2025-07-03 06:00,12.4,1021.0,5961,21,33,4.4,97,Chuva
MET2025-0304,SBPA,2025-07-03 09:00,13.3,1020.6,5961,21,39,4.4,61,Chuva
MET2025-0305,SBPA,2025-07-03 12:00,14.2,1020.1,5961,21,32,4.4,87,Chuva
MET2025-0301,SBCT,2025-07-03 00:00,11.1,1016.5,5044,22,38,4.1,79,Chuva
MET2025-0302,SBCT,2025-07-03 03:00,10.1,1017.0,5044,22,43,4.1,99,Chuva
MET2025-0303,SBCT,2025-07-03 06:00,9.2,1017.5,5044,22,36,4.1,84,Chuva
MET2025-0304,SBCT,2025-07-03 09:00,10.1,1017.0,5044,22,46,4.1,94,Chuva
MET2025-0305,SBCT,2025-07-03 12:00,11.1,1016.5,5044,22,38,4.1,82,Chuva
MET2025-0301,SBRF,2025-07-03 00:00,24.7,1010.6,11483,16,41,0.6,17,Chuva
MET2025-0302,SBRF,2025-07-03 03:00,23.8,1011.1,11483,16,33,0.6,29,Chuva
MET2025-0303,SBRF,2025-07-03 06:00,22.9,1011.5,11483,16,33,0.6,42,Chuva
MET2025-0304,SBRF,2025-07-03 09:00,23.8,1011.1,11483,16,40,0.6,31,Chuva
MET2025-0305,SBRF,2025-07-03 12:00,24.7,1010.6,11483,16,30,0.6,32,Chuva
MET2025-0301,SBFL,2025-07-03 00:00,12.7,1018.4,5938,14,37,3.5,71,Chuva
MET2025-0302,SBFL,2025-07-03 03:00,11.8,1018.9,5938,14,27,3.5,69,Chuva
MET2025-0303,SBFL,2025-07-03 06:00,10.8,1019.3,5938,14,30,3.5,72,Chuva
MET2025-0304,SBFL,2025-07-03 09:00,11.8,1018.9,5938,14,39,3.5,70,Chuva
MET2025-0305,SBFL,2025-07-03 12:00,12.7,1018.4,5938,14,29,3.5,62,Chuva
MET2025-0301,SBSV,2025-07-03 00:00,22.2,1013.6,8735,20,32,1.0,35,Chuva
MET2025-0302,SBSV,2025-07-03 03:00,21.2,1014.0,8735,20,40,1.0,39,Chuva
MET2025-0303,SBSV,2025-07-03 06:00,20.3,1014.5,8735,20,31,1.0,30,Chuva
MET2025-0304,SBSV,2025-07-03 09:00,21.2,1014.0,8735,20,33,1.0,25,Chuva
MET2025-0305,SBSV,2025-07-03 12:00,22.2,1013.6,8735,20,39,1.0,40,Chuva
MET2025-0301,SBCG,2025-07-03 00:00,18.2,1017.8,10197,20,39,2.1,30,Chuva
MET2025-0302,SBCG,2025-07-03 03:00,17.3,1018.2,10197,20,33,2.1,34,Chuva
MET2025-0303,SBCG,2025-07-03 06:00,16.4,1018.7,10197,20,36,2.1,40,Chuva
MET2025-0304,SBCG,2025-07-03 09:00,17.3,1018.2,10197,20,42,2.1,58,Chuva
MET2025-0305,SBCG,2025-07-03 12:00,18.2,1017.8,10197,20,35,2.1,51,Chuva
MET2025-0401,SBGR,2025-07-04 00:00,18.6,1013.5,9908,23,37,2.7,54,Chuva
MET2025-0402,SBGR,2025-07-04 03:00,17.7,1013.9,9908,23,48,2.7,66,Chuva
MET2025-0403,SBGR,2025-07-04 06:00,16.8,1014.4,9908,23,43,2.7,56,Chuva
MET2025-0404,SBGR,2025-07-04 09:00,17.7,1013.9,9908,23,38,2.7,72,Chuva
MET2025-0405,SBGR,2025-07-04 12:00,18.6,1013.5,9908,23,46,2.7,61,Chuva
MET2025-0401,SBGL,2025-07-04 00:00,17.7,1012.2,8302,19,35,3.0,67,Chuva
MET2025-0402,SBGL,2025-07-04 03:00,16.8,1012.7,8302,19,40,3.0,50,Chuva
MET2025-0403,SBGL,2025-07-04 06:00,15.9,1013.2,8302,19,31,3.0,79,Chuva
MET2025-0404,SBGL,2025-07-04 09:00,16.8,1012.7,8302,19,40,3.0,69,Chuva
MET2025-0405,SBGL,2025-07-04 12:00,17.7,1012.2,8302,19,29,3.0,73,Chuva
MET2025-0401,SBBR,2025-07-04 00:00,22.6,1013.0,12878,14,37,1.2,34,Chuva
MET2025-0402,SBBR,2025-07-04 03:00,21.6,1013.4,12878,14,31,1.2,54,Chuva
MET2025-0403,SBBR,2025-07-04 06:00,20.7,1013.9,12878,14,36,1.2,45,Chuva
MET2025-0404,SBBR,2025-07-04 09:00,21.6,1013.4,12878,14,25,1.2,37,Chuva
MET2025-0405,SBBR,2025-07-04 12:00,22.6,1013.0,12878,14,30,1.2,51,Chuva
MET2025-0401,SBCF,2025-07-04 00:00,18.0,1005.3,8603,17,38,2.5,62,Chuva
MET2025-0402,SBCF,2025-07-04 03:00,17.1,1005.8,8603,17,37,2.5,67,Chuva
MET2025-0403,SBCF,2025-07-04 06:00,16.1,1006.3,8603,17,40,2.5,58,Chuva
MET2025-0404,SBCF,2025-07-04 09:00,17.1,1005.8,8603,17,29,2.5,54,Chuva
MET2025-0405,SBCF,2025-07-04 12:00,18.0,1005.3,8603,17,31,2.5,68,Chuva
MET2025-0401,SBPA,2025-07-04 00:00,12.6,1020.8,4574,29,41,4.8,89,Chuva
MET2025-0402,SBPA,2025-07-04 03:00,11.7,1021.3,4574,29,51,4.8,87,Chuva
MET2025-0403,SBPA,2025-07-04 06:00,10.8,1021.8,4574,29,41,4.8,74,Chuva
MET2025-0404,SBPA,2025-07-04 09:00,11.7,1021.3,4574,29,44,4.8,86,Chuva
MET2025-0405,SBPA,2025-07-04 12:00,12.6,1020.8,4574,29,49,4.8,95,Chuva
MET2025-0401,SBCT,2025-07-04 00:00,12.3,1018.0,5010,25,46,4.3,81,Chuva
MET2025-0402,SBCT,2025-07-04 03:00,11.4,1018.5,5010,25,45,4.3,75,Chuva
MET2025-0403,SBCT,2025-07-04 06:00,10.5,1019.0,5010,25,36,4.3,100,Chuva
MET2025-0404,SBCT,2025-07-04 09:00,11.4,1018.5,5010,25,47,4.3,81,Chuva
MET2025-0405,SBCT,2025-07-04 12:00,12.3,1018.0,5010,25,49,4.3,100,Chuva
MET2025-0401,SBRF,2025-07-04 00:00,22.1,1011.0,12272,17,30,0.0,20,Ceu aberto
MET2025-0402,SBRF,2025-07-04 03:00,21.1,1011.4,12272,17,36,0.0,31,Ceu aberto
MET2025-0403,SBRF,2025-07-04 06:00,20.2,1011.9,12272,17,41,0.0,16,Ceu aberto
MET2025-0404,SBRF,2025-07-04 09:00,21.1,1011.4,12272,17,39,0.0,32,Ceu aberto
MET2025-0405,SBRF,2025-07-04 12:00,22.1,1011.0,12272,17,32,0.0,14,Ceu aberto
MET2025-0401,SBFL,2025-07-04 00:00,15.9,1015.3,5980,21,31,3.5,82,Chuva
MET2025-0402,SBFL,2025-07-04 03:00,15.0,1015.8,5980,21,44,3.5,73,Chuva
MET2025-0403,SBFL,2025-07-04 06:00,14.1,1016.3,5980,21,35,3.5,61,Chuva
MET2025-0404,SBFL,2025-07-04 09:00,15.0,1015.8,5980,21,31,3.5,50,Chuva
MET2025-0405,SBFL,2025-07-04 12:00,15.9,1015.3,5980,21,37,3.5,70,Chuva
MET2025-0401,SBSV,2025-07-04 00:00,23.0,1014.5,8504,14,31,1.9,62,Chuva
MET2025-0402,SBSV,2025-07-04 03:00,22.1,1015.0,8504,14,30,1.9,64,Chuva
MET2025-0403,SBSV,2025-07-04 06:00,21.2,1015.4,8504,14,28,1.9,43,Chuva
MET2025-0404,SBSV,2025-07-04 09:00,22.1,1015.0,8504,14,25,1.9,36,Chuva
MET2025-0405,SBSV,2025-07-04 12:00,23.0,1014.5,8504,14,24,1.9,30,Chuva
MET2025-0401,SBCG,2025-07-04 00:00,18.6,1017.5,9235,17,42,1.9,49,Chuva
MET2025-0402,SBCG,2025-07-04 03:00,17.7,1018.0,9235,17,32,1.9,56,Chuva
MET2025-0403,SBCG,2025-07-04 06:00,16.8,1018.5,9235,17,42,1.9,44,Chuva
MET2025-0404,SBCG,2025-07-04 09:00,17.7,1018.0,9235,17,36,1.9,54,Chuva
MET2025-0405,SBCG,2025-07-04 12:00,18.6,1017.5,9235,17,32,1.9,55,Chuva
MET2025-0501,SBGR,2025-07-05 00:00,18.2,1015.7,6706,16,27,3.0,62,Chuva
MET2025-0502,SBGR,2025-07-05 03:00,17.3,1016.2,6706,16,30,3.0,74,Chuva
MET2025-0503,SBGR,2025-07-05 06:00,16.4,1016.6,6706,16,34,3.0,49,Chuva
MET2025-0504,SBGR,2025-07-05 09:00,17.3,1016.2,6706,16,30,3.0,59,Chuva
MET2025-0505,SBGR,2025-07-05 12:00,18.2,1015.7,6706,16,34,3.0,58,Chuva
MET2025-0501,SBGL,2025-07-05 00:00,17.2,1015.2,8572,21,39,1.9,57,Chuva
MET2025-0502,SBGL,2025-07-05 03:00,16.3,1015.7,8572,21,43,1.9,47,Chuva
MET2025-0503,SBGL,2025-07-05 06:00,15.3,1016.2,8572,21,36,1.9,51,Chuva
MET2025-0504,SBGL,2025-07-05 09:00,16.3,1015.7,8572,21,38,1.9,38,Chuva
MET2025-0505,SBGL,2025-07-05 12:00,17.2,1015.2,8572,21,36,1.9,48,Chuva
MET2025-0501,SBBR,2025-07-05 00:00,20.6,1009.7,13082,5,18,0.3,41,Ceu aberto
MET2025-0502,SBBR,2025-07-05 03:00,19.7,1010.2,13082,5,21,0.3,26,Ceu aberto
MET2025-0503,SBBR,2025-07-05 06:00,18.8,1010.6,13082,5,19,0.3,19,Ceu aberto
MET2025-0504,SBBR,2025-07-05 09:00,19.7,1010.2,13082,5,20,0.3,52,Ceu aberto
MET2025-0505,SBBR,2025-07-05 12:00,20.6,1009.7,13082,5,24,0.3,22,Ceu aberto
MET2025-0501,SBCF,2025-07-05 00:00,15.4,1013.7,8103,16,29,2.3,48,Chuva
MET2025-0502,SBCF,2025-07-05 03:00,14.5,1014.1,8103,16,31,2.3,27,Chuva
MET2025-0503,SBCF,2025-07-05 06:00,13.6,1014.6,8103,16,37,2.3,41,Chuva
MET2025-0504,SBCF,2025-07-05 09:00,14.5,1014.1,8103,16,36,2.3,67,Chuva
MET2025-0505,SBCF,2025-07-05 12:00,15.4,1013.7,8103,16,31,2.3,63,Chuva
MET2025-0501,SBPA,2025-07-05 00:00,11.8,1012.5,4772,28,46,4.8,88,Chuva
MET2025-0502,SBPA,2025-07-05 03:00,10.9,1013.0,4772,28,51,4.8,82,Chuva
MET2025-0503,SBPA,2025-07-05 06:00,9.9,1013.4,4772,28,44,4.8,98,Chuva
MET2025-0504,SBPA,2025-07-05 09:00,10.9,1013.0,4772,28,46,4.8,95,Chuva
MET2025-0505,SBPA,2025-07-05 12:00,11.8,1012.5,4772,28,52,4.8,95,Chuva
MET2025-0501,SBCT,2025-07-05 00:00,14.7,1015.4,5413,22,41,4.1,65,Chuva
MET2025-0502,SBCT,2025-07-05 03:00,13.8,1015.9,5413,22,36,4.1,78,Chuva
MET2025-0503,SBCT,2025-07-05 06:00,12.9,1016.3,5413,22,35,4.1,76,Chuva
MET2025-0504,SBCT,2025-07-05 09:00,13.8,1015.9,5413,22,47,4.1,73,Chuva
MET2025-0505,SBCT,2025-07-05 12:00,14.7,1015.4,5413,22,40,4.1,77,Chuva
MET2025-0501,SBRF,2025-07-05 00:00,24.3,1015.4,11794,12,32,0.9,43,Chuva
MET2025-0502,SBRF,2025-07-05 03:00,23.4,1015.8,11794,12,35,0.9,36,Chuva
MET2025-0503,SBRF,2025-07-05 06:00,22.5,1016.3,11794,12,28,0.9,44,Chuva
MET2025-0504,SBRF,2025-07-05 09:00,23.4,1015.8,11794,12,32,0.9,44,Chuva
MET2025-0505,SBRF,2025-07-05 12:00,24.3,1015.4,11794,12,25,0.9,33,Chuva
MET2025-0501,SBFL,2025-07-05 00:00,12.9,1017.3,5667,21,46,3.3,55,Chuva
MET2025-0502,SBFL,2025-07-05 03:00,12.0,1017.8,5667,21,46,3.3,73,Chuva
MET2025-0503,SBFL,2025-07-05 06:00,11.1,1018.2,5667,21,32,3.3,63,Chuva
MET2025-0504,SBFL,2025-07-05 09:00,12.0,1017.8,5667,21,31,3.3,64,Chuva
MET2025-0505,SBFL,2025-07-05 12:00,12.9,1017.3,5667,21,39,3.3,63,Chuva
MET2025-0501,SBSV,2025-07-05 00:00,19.7,1016.2,9200,20,37,1.3,44,Chuva
MET2025-0502,SBSV,2025-07-05 03:00,18.8,1016.7,9200,20,42,1.3,33,Chuva
MET2025-0503,SBSV,2025-07-05 06:00,17.9,1017.2,9200,20,35,1.3,47,Chuva
MET2025-0504,SBSV,2025-07-05 09:00,18.8,1016.7,9200,20,44,1.3,52,Chuva
MET2025-0505,SBSV,2025-07-05 12:00,19.7,1016.2,9200,20,42,1.3,36,Chuva
MET2025-0501,SBCG,2025-07-05 00:00,19.2,1016.4,10405,13,26,1.6,45,Chuva
MET2025-0502,SBCG,2025-07-05 03:00,18.3,1016.8,10405,13,23,1.6,53,Chuva
MET2025-0503,SBCG,2025-07-05 06:00,17.4,1017.3,10405,13,33,1.6,46,Chuva
MET2025-0504,SBCG,2025-07-05 09:00,18.3,1016.8,10405,13,38,1.6,38,Chuva
MET2025-0505,SBCG,2025-07-05 12:00,19.2,1016.4,10405,13,38,1.6,53,Chuva
MET2025-0601,SBGR,2025-07-06 00:00,17.2,1014.4,8377,18,36,2.4,58,Chuva
MET2025-0602,SBGR,2025-07-06 03:00,16.3,1014.9,8377,18,33,2.4,63,Chuva
MET2025-0603,SBGR,2025-07-06 06:00,15.4,1015.3,8377,18,41,2.4,63,Chuva
MET2025-0604,SBGR,2025-07-06 09:00,16.3,1014.9,8377,18,28,2.4,52,Chuva
MET2025-0605,SBGR,2025-07-06 12:00,17.2,1014.4,8377,18,29,2.4,59,Chuva
MET2025-0601,SBGL,2025-07-06 00:00,18.1,1014.4,6783,17,41,3.2,72,Chuva
MET2025-0602,SBGL,2025-07-06 03:00,17.2,1014.9,6783,17,39,3.2,87,Chuva
MET2025-0603,SBGL,2025-07-06 06:00,16.3,1015.3,6783,17,40,3.2,57,Chuva
MET2025-0604,SBGL,2025-07-06 09:00,17.2,1014.9,6783,17,34,3.2,62,Chuva
MET2025-0605,SBGL,2025-07-06 12:00,18.1,1014.4,6783,17,27,3.2,63,Chuva
MET2025-0601,SBBR,2025-07-06 00:00,19.0,1014.5,11190,6,27,0.0,32,Ceu aberto
MET2025-0602,SBBR,2025-07-06 03:00,18.1,1015.0,11190,6,17,0.0,19,Ceu aberto
MET2025-0603,SBBR,2025-07-06 06:00,17.2,1015.4,11190,6,21,0.0,9,Ceu aberto
MET2025-0604,SBBR,2025-07-06 09:00,18.1,1015.0,11190,6,21,0.0,12,Ceu aberto
MET2025-0605,SBBR,2025-07-06 12:00,19.0,1014.5,11190,6,17,0.0,23,Ceu aberto
MET2025-0601,SBCF,2025-07-06 00:00,19.7,1010.6,10567,14,25,0.9,24,Chuva
MET2025-0602,SBCF,2025-07-06 03:00,18.8,1011.0,10567,14,38,0.9,20,Chuva
MET2025-0603,SBCF,2025-07-06 06:00,17.9,1011.5,10567,14,38,0.9,37,Chuva
