id_voo,codigo_voo,data,horario_previsto,horario_realizado,aeroporto_origem,aeroporto_destino,id_rota,matricula_aeronave,atraso_minutos,status,motivo_atraso,cancelado,desviado
2023-000040,XYZ230040,2023-07-01,12:00,2023-07-01 12:45,SBGL,SBCT,ROT013,PR-RYB,45,Realizado,Meteorologia,0,0
2023-000041,XYZ230041,2023-07-02,00:00,2023-07-02 00:25,SBGR,SBGL,ROT001,PR-SCD,25,Realizado,Meteorologia,0,0
2023-000042,XYZ230042,2023-07-02,00:00,2023-07-02 00:35,SBGR,SBBR,ROT002,PR-TQJ,35,Realizado,Meteorologia,0,0
2023-000043,XYZ230043,2023-07-02,00:00,2023-07-02 00:30,SBGR,SBCF,ROT003,PR-UKM,30,Realizado,Meteorologia,0,0
2023-000044,XYZ230044,2023-07-02,00:00,2023-07-02 00:21,SBGR,SBPA,ROT004,PR-VPN,21,Realizado,Meteorologia,0,0
2023-000045,XYZ230045,2023-07-02,00:00,2023-07-02 00:34,SBGL,SBBR,ROT010,PR-WAR,34,Realizado,Meteorologia,0,0
2023-000046,XYZ230046,2023-07-02,00:00,2023-07-02 00:45,SBGL,SBCF,ROT011,PR-XBE,45,Realizado,Meteorologia,0,0
2023-000047,XYZ230047,2023-07-02,00:00,2023-07-02 00:26,SBGL,SBPA,ROT012,PR-YCF,26,Realizado,Meteorologia,0,0
2023-000048,XYZ230048,2023-07-02,00:00,2023-07-02 00:55,SBGL,SBCT,ROT013,PR-ZDG,55,Desviado,Meteorologia,0,1
2023-000049,XYZ230049,2023-07-02,03:00,2023-07-02 03:13,SBGR,SBGL,ROT001,PR-ADH,13,Realizado,Meteorologia,0,0
2023-000050,XYZ230050,2023-07-02,03:00,2023-07-02 03:34,SBGR,SBBR,ROT002,PR-BKR,34,Realizado,Meteorologia,0,0
2023-000051,XYZ230051,2023-07-02,03:00,2023-07-02 03:31,SBGR,SBCF,ROT003,PR-CEV,31,Realizado,Meteorologia,0,0
2023-000052,XYZ230052,2023-07-02,03:00,2023-07-02 03:21,SBGR,SBPA,ROT004,PR-DQF,21,Realizado,Meteorologia,0,0
2023-000053,XYZ230053,2023-07-02,03:00,2023-07-02 03:26,SBGL,SBBR,ROT010,PR-EHX,26,Realizado,Meteorologia,0,0
2023-000054,XYZ230054,2023-07-02,03:00,,SBGL,SBCF,ROT011,PR-FKA,0,Cancelado,Meteorologia,1,0
2023-000055,XYZ230055,2023-07-02,03:00,,SBGL,SBPA,ROT012,PR-GMB,0,Cancelado,Meteorologia,1,0
2023-000056,XYZ230056,2023-07-02,03:00,2023-07-02 03:11,SBGL,SBCT,ROT013,PR-HNC,11,Realizado,Meteorologia,0,0
2023-000057,XYZ230057,2023-07-02,06:00,2023-07-02 06:13,SBGR,SBGL,ROT001,PR-JRD,13,Realizado,Meteorologia,0,0
2023-000058,XYZ230058,2023-07-02,06:00,2023-07-02 06:12,SBGR,SBBR,ROT002,PR-KSE,12,Realizado,Meteorologia,0,0
2023-000059,XYZ230059,2023-07-02,06:00,2023-07-02 06:33,SBGR,SBCF,ROT003,PR-LTF,33,Realizado,Meteorologia,0,0
2023-000060,XYZ230060,2023-07-02,06:00,2023-07-02 06:11,SBGR,SBPA,ROT004,PR-MUG,11,Realizado,Meteorologia,0,0
2023-000061,XYZ230061,2023-07-02,06:00,2023-07-02 06:21,SBGL,SBBR,ROT010,PR-NVH,21,Realizado,Meteorologia,0,0
2023-000062,XYZ230062,2023-07-02,06:00,2023-07-02 06:23,SBGL,SBCF,ROT011,PR-PWL,23,Realizado,Meteorologia,0,0
2023-000063,XYZ230063,2023-07-02,06:00,2023-07-02 06:25,SBGL,SBPA,ROT012,PR-QXA,25,Realizado,Meteorologia,0,0
2023-000064,XYZ230064,2023-07-02,06:00,2023-07-02 06:43,SBGL,SBCT,ROT013,PR-RYB,43,Realizado,Meteorologia,0,0
2023-000065,XYZ230065,2023-07-02,09:00,2023-07-02 09:16,SBGR,SBGL,ROT001,PR-SCD,16,Realizado,Meteorologia,0,0
2023-000066,XYZ230066,2023-07-02,09:00,2023-07-02 09:16,SBGR,SBBR,ROT002,PR-TQJ,16,Realizado,Meteorologia,0,0
2023-000067,XYZ230067,2023-07-02,09:00,2023-07-02 09:20,SBGR,SBCF,ROT003,PR-UKM,20,Realizado,Meteorologia,0,0
2023-000068,XYZ230068,2023-07-02,09:00,2023-07-02 09:26,SBGR,SBPA,ROT004,PR-VPN,26,Realizado,Meteorologia,0,0
2023-000069,XYZ230069,2023-07-02,09:00,2023-07-02 09:37,SBGL,SBBR,ROT010,PR-WAR,37,Realizado,Meteorologia,0,0
2023-000070,XYZ230070,2023-07-02,09:00,2023-07-02 09:31,SBGL,SBCF,ROT011,PR-XBE,31,Realizado,Meteorologia,0,0
2023-000071,XYZ230071,2023-07-02,09:00,2023-07-02 09:50,SBGL,SBPA,ROT012,PR-YCF,50,Desviado,Meteorologia,0,1
2023-000072,XYZ230072,2023-07-02,09:00,2023-07-02 09:33,SBGL,SBCT,ROT013,PR-ZDG,33,Desviado,Meteorologia,0,1
2023-000073,XYZ230073,2023-07-02,12:00,2023-07-02 12:12,SBGR,SBGL,ROT001,PR-ADH,12,Realizado,Meteorologia,0,0
2023-000074,XYZ230074,2023-07-02,12:00,2023-07-02 12:42,SBGR,SBBR,ROT002,PR-BKR,42,Realizado,Meteorologia,0,0
2023-000075,XYZ230075,2023-07-02,12:00,2023-07-02 12:19,SBGR,SBCF,ROT003,PR-CEV,19,Realizado,Meteorologia,0,0
2023-000076,XYZ230076,2023-07-02,12:00,2023-07-02 12:38,SBGR,SBPA,ROT004,PR-DQF,38,Realizado,Meteorologia,0,0
2023-000077,XYZ230077,2023-07-02,12:00,2023-07-02 12:43,SBGL,SBBR,ROT010,PR-EHX,43,Realizado,Meteorologia,0,0
2023-000078,XYZ230078,2023-07-02,12:00,2023-07-02 12:27,SBGL,SBCF,ROT011,PR-FKA,27,Realizado,Meteorologia,0,0
2023-000079,XYZ230079,2023-07-02,12:00,2023-07-02 12:42,SBGL,SBPA,ROT012,PR-GMB,42,Realizado,Meteorologia,0,0
2023-000080,XYZ230080,2023-07-02,12:00,2023-07-02 12:45,SBGL,SBCT,ROT013,PR-HNC,45,Realizado,Meteorologia,0,0
2023-000081,XYZ230081,2023-07-03,00:00,2023-07-03 00:40,SBGR,SBGL,ROT001,PR-JRD,40,Realizado,Meteorologia,0,0
2023-000082,XYZ230082,2023-07-03,00:00,2023-07-03 00:34,SBGR,SBBR,ROT002,PR-KSE,34,Realizado,Meteorologia,0,0
2023-000083,XYZ230083,2023-07-03,00:00,2023-07-03 00:18,SBGR,SBCF,ROT003,PR-LTF,18,Realizado,Meteorologia,0,0
2023-000084,XYZ230084,2023-07-03,00:00,2023-07-03 00:48,SBGR,SBPA,ROT004,PR-MUG,48,Desviado,Meteorologia,0,1
2023-000085,XYZ230085,2023-07-03,00:00,2023-07-03 00:26,SBGL,SBBR,ROT010,PR-NVH,26,Realizado,Meteorologia,0,0
2023-000086,XYZ230086,2023-07-03,00:00,2023-07-03 00:22,SBGL,SBCF,ROT011,PR-PWL,22,Realizado,Meteorologia,0,0
2023-000087,XYZ230087,2023-07-03,00:00,2023-07-03 00:11,SBGL,SBPA,ROT012,PR-QXA,11,Realizado,Meteorologia,0,0
2023-000088,XYZ230088,2023-07-03,00:00,2023-07-03 00:13,SBGL,SBCT,ROT013,PR-RYB,13,Realizado,Meteorologia,0,0
2023-000089,XYZ230089,2023-07-03,03:00,2023-07-03 03:20,SBGR,SBGL,ROT001,PR-SCD,20,Realizado,Meteorologia,0,0
2023-000090,XYZ230090,2023-07-03,03:00,2023-07-03 03:32,SBGR,SBBR,ROT002,PR-TQJ,32,Desviado,Meteorologia,0,1
2023-000091,XYZ230091,2023-07-03,03:00,2023-07-03 03:47,SBGR,SBCF,ROT003,PR-UKM,47,Realizado,Meteorologia,0,0
2023-000092,XYZ230092,2023-07-03,03:00,2023-07-03 03:19,SBGR,SBPA,ROT004,PR-VPN,19,Realizado,Meteorologia,0,0
2023-000093,XYZ230093,2023-07-03,03:00,2023-07-03 03:49,SBGL,SBBR,ROT010,PR-WAR,49,Realizado,Meteorologia,0,0
2023-000094,XYZ230094,2023-07-03,03:00,2023-07-03 03:41,SBGL,SBCF,ROT011,PR-XBE,41,Realizado,Meteorologia,0,0
2023-000095,XYZ230095,2023-07-03,03:00,2023-07-03 03:14,SBGL,SBPA,ROT012,PR-YCF,14,Realizado,Meteorologia,0,0
2023-000096,XYZ230096,2023-07-03,03:00,2023-07-03 03:27,SBGL,SBCT,ROT013,PR-ZDG,27,Realizado,Meteorologia,0,0
2023-000097,XYZ230097,2023-07-03,06:00,2023-07-03 06:10,SBGR,SBGL,ROT001,PR-ADH,10,Realizado,Meteorologia,0,0
2023-000098,XYZ230098,2023-07-03,06:00,2023-07-03 06:13,SBGR,SBBR,ROT002,PR-BKR,13,Realizado,Meteorologia,0,0
2023-000099,XYZ230099,2023-07-03,06:00,2023-07-03 06:47,SBGR,SBCF,ROT003,PR-CEV,47,Desviado,Meteorologia,0,1
2023-000100,XYZ230100,2023-07-03,06:00,2023-07-03 06:28,SBGR,SBPA,ROT004,PR-DQF,28,Realizado,Meteorologia,0,0
2023-000101,XYZ230101,2023-07-03,06:00,2023-07-03 06:45,SBGL,SBBR,ROT010,PR-EHX,45,Realizado,Meteorologia,0,0
2023-000102,XYZ230102,2023-07-03,06:00,2023-07-03 06:26,SBGL,SBCF,ROT011,PR-FKA,26,Realizado,Meteorologia,0,0
2023-000103,XYZ230103,2023-07-03,06:00,2023-07-03 06:15,SBGL,SBPA,ROT012,PR-GMB,15,Realizado,Meteorologia,0,0
2023-000104,XYZ230104,2023-07-03,06:00,2023-07-03 06:44,SBGL,SBCT,ROT013,PR-HNC,44,Realizado,Meteorologia,0,0
2023-000105,XYZ230105,2023-07-03,09:00,2023-07-03 09:45,SBGR,SBGL,ROT001,PR-JRD,45,Realizado,Meteorologia,0,0
2023-000106,XYZ230106,2023-07-03,09:00,,SBGR,SBBR,ROT002,PR-KSE,0,Cancelado,Meteorologia,1,0
2023-000107,XYZ230107,2023-07-03,09:00,2023-07-03 09:39,SBGR,SBCF,ROT003,PR-LTF,39,Realizado,Meteorologia,0,0
2023-000108,XYZ230108,2023-07-03,09:00,2023-07-03 09:48,SBGR,SBPA,ROT004,PR-MUG,48,Realizado,Meteorologia,0,0
2023-000109,XYZ230109,2023-07-03,09:00,2023-07-03 09:26,SBGL,SBBR,ROT010,PR-NVH,26,Realizado,Meteorologia,0,0
2023-000110,XYZ230110,2023-07-03,09:00,2023-07-03 09:45,SBGL,SBCF,ROT011,PR-PWL,45,Realizado,Meteorologia,0,0
2023-000111,XYZ230111,2023-07-03,09:00,2023-07-03 09:37,SBGL,SBPA,ROT012,PR-QXA,37,Realizado,Meteorologia,0,0
2023-000112,XYZ230112,2023-07-03,09:00,2023-07-03 09:17,SBGL,SBCT,ROT013,PR-RYB,17,Realizado,Meteorologia,0,0
2023-000113,XYZ230113,2023-07-03,12:00,2023-07-03 12:15,SBGR,SBGL,ROT001,PR-SCD,15,Realizado,Meteorologia,0,0
2023-000114,XYZ230114,2023-07-03,12:00,2023-07-03 12:28,SBGR,SBBR,ROT002,PR-TQJ,28,Realizado,Meteorologia,0,0
2023-000115,XYZ230115,2023-07-03,12:00,2023-07-03 12:51,SBGR,SBCF,ROT003,PR-UKM,51,Desviado,Meteorologia,0,1
2023-000116,XYZ230116,2023-07-03,12:00,2023-07-03 12:25,SBGR,SBPA,ROT004,PR-VPN,25,Realizado,Meteorologia,0,0
2023-000117,XYZ230117,2023-07-03,12:00,2023-07-03 12:43,SBGL,SBBR,ROT010,PR-WAR,43,Realizado,Meteorologia,0,0
2023-000118,XYZ230118,2023-07-03,12:00,2023-07-03 12:27,SBGL,SBCF,ROT011,PR-XBE,27,Desviado,Meteorologia,0,1
2023-000119,XYZ230119,2023-07-03,12:00,2023-07-03 12:24,SBGL,SBPA,ROT012,PR-YCF,24,Realizado,Meteorologia,0,0
2023-000120,XYZ230120,2023-07-03,12:00,2023-07-03 12:45,SBGL,SBCT,ROT013,PR-ZDG,45,Realizado,Meteorologia,0,0
2023-000121,XYZ230121,2023-07-04,00:00,2023-07-04 00:47,SBGR,SBGL,ROT001,PR-ADH,47,Realizado,Meteorologia,0,0
2023-000122,XYZ230122,2023-07-04,00:00,2023-07-04 00:37,SBGR,SBBR,ROT002,PR-BKR,37,Realizado,Meteorologia,0,0
2023-000123,XYZ230123,2023-07-04,00:00,2023-07-04 00:21,SBGR,SBCF,ROT003,PR-CEV,21,Desviado,Meteorologia,0,1
2023-000124,XYZ230124,2023-07-04,00:00,2023-07-04 00:24,SBGR,SBPA,ROT004,PR-DQF,24,Desviado,Meteorologia,0,1
2023-000125,XYZ230125,2023-07-04,00:00,2023-07-04 00:32,SBGL,SBBR,ROT010,PR-EHX,32,Realizado,Meteorologia,0,0
2023-000126,XYZ230126,2023-07-04,00:00,2023-07-04 00:17,SBGL,SBCF,ROT011,PR-FKA,17,Realizado,Meteorologia,0,0
2023-000127,XYZ230127,2023-07-04,00:00,2023-07-04 00:44,SBGL,SBPA,ROT012,PR-GMB,44,Realizado,Meteorologia,0,0
2023-000128,XYZ230128,2023-07-04,00:00,2023-07-04 00:34,SBGL,SBCT,ROT013,PR-HNC,34,Realizado,Meteorologia,0,0
2023-000129,XYZ230129,2023-07-04,03:00,2023-07-04 03:42,SBGR,SBGL,ROT001,PR-JRD,42,Realizado,Meteorologia,0,0
2023-000130,XYZ230130,2023-07-04,03:00,2023-07-04 03:15,SBGR,SBBR,ROT002,PR-KSE,15,Realizado,Meteorologia,0,0
2023-000131,XYZ230131,2023-07-04,03:00,2023-07-04 03:39,SBGR,SBCF,ROT003,PR-LTF,39,Realizado,Meteorologia,0,0
2023-000132,XYZ230132,2023-07-04,03:00,2023-07-04 03:36,SBGR,SBPA,ROT004,PR-MUG,36,Realizado,Meteorologia,0,0
2023-000133,XYZ230133,2023-07-04,03:00,2023-07-04 03:40,SBGL,SBBR,ROT010,PR-NVH,40,Desviado,Meteorologia,0,1
2023-000134,XYZ230134,2023-07-04,03:00,2023-07-04 03:24,SBGL,SBCF,ROT011,PR-PWL,24,Realizado,Meteorologia,0,0
2023-000135,XYZ230135,2023-07-04,03:00,2023-07-04 03:29,SBGL,SBPA,ROT012,PR-QXA,29,Realizado,Meteorologia,0,0
2023-000136,XYZ230136,2023-07-04,03:00,2023-07-04 03:24,SBGL,SBCT,ROT013,PR-RYB,24,Realizado,Meteorologia,0,0
2023-000137,XYZ230137,2023-07-04,06:00,2023-07-04 06:21,SBGR,SBGL,ROT001,PR-SCD,21,Realizado,Meteorologia,0,0
2023-000138,XYZ230138,2023-07-04,06:00,2023-07-04 06:38,SBGR,SBBR,ROT002,PR-TQJ,38,Realizado,Meteorologia,0,0
2023-000139,XYZ230139,2023-07-04,06:00,2023-07-04 06:14,SBGR,SBCF,ROT003,PR-UKM,14,Realizado,Meteorologia,0,0
2023-000140,XYZ230140,2023-07-04,06:00,2023-07-04 06:35,SBGR,SBPA,ROT004,PR-VPN,35,Realizado,Meteorologia,0,0
2023-000141,XYZ230141,2023-07-04,06:00,2023-07-04 06:14,SBGL,SBBR,ROT010,PR-WAR,14,Realizado,Meteorologia,0,0
2023-000142,XYZ230142,2023-07-04,06:00,2023-07-04 06:40,SBGL,SBCF,ROT011,PR-XBE,40,Realizado,Meteorologia,0,0
2023-000143,XYZ230143,2023-07-04,06:00,2023-07-04 06:17,SBGL,SBPA,ROT012,PR-YCF,17,Realizado,Meteorologia,0,0
2023-000144,XYZ230144,2023-07-04,06:00,2023-07-04 06:47,SBGL,SBCT,ROT013,PR-ZDG,47,Realizado,Meteorologia,0,0
2023-000145,XYZ230145,2023-07-04,09:00,2023-07-04 09:17,SBGR,SBGL,ROT001,PR-ADH,17,Realizado,Meteorologia,0,0
2023-000146,XYZ230146,2023-07-04,09:00,2023-07-04 09:34,SBGR,SBBR,ROT002,PR-BKR,34,Realizado,Meteorologia,0,0
2023-000147,XYZ230147,2023-07-04,09:00,2023-07-04 09:44,SBGR,SBCF,ROT003,PR-CEV,44,Realizado,Meteorologia,0,0
2023-000148,XYZ230148,2023-07-04,09:00,2023-07-04 09:16,SBGR,SBPA,ROT004,PR-DQF,16,Realizado,Meteorologia,0,0
2023-000149,XYZ230149,2023-07-04,09:00,2023-07-04 09:51,SBGL,SBBR,ROT010,PR-EHX,51,Desviado,Meteorologia,0,1
2023-000150,XYZ230150,2023-07-04,09:00,2023-07-04 09:41,SBGL,SBCF,ROT011,PR-FKA,41,Realizado,Meteorologia,0,0
2023-000151,XYZ230151,2023-07-04,09:00,,SBGL,SBPA,ROT012,PR-GMB,0,Cancelado,Meteorologia,1,0
2023-000152,XYZ230152,2023-07-04,09:00,2023-07-04 09:14,SBGL,SBCT,ROT013,PR-HNC,14,Realizado,Meteorologia,0,0
2023-000153,XYZ230153,2023-07-04,12:00,2023-07-04 12:20,SBGR,SBGL,ROT001,PR-JRD,20,Realizado,Meteorologia,0,0
2023-000154,XYZ230154,2023-07-04,12:00,2023-07-04 12:26,SBGR,SBBR,ROT002,PR-KSE,26,Realizado,Meteorologia,0,0
2023-000155,XYZ230155,2023-07-04,12:00,2023-07-04 12:35,SBGR,SBCF,ROT003,PR-LTF,35,Realizado,Meteorologia,0,0
2023-000156,XYZ230156,2023-07-04,12:00,2023-07-04 12:22,SBGR,SBPA,ROT004,PR-MUG,22,Desviado,Meteorologia,0,1
2023-000157,XYZ230157,2023-07-04,12:00,2023-07-04 12:18,SBGL,SBBR,ROT010,PR-NVH,18,Realizado,Meteorologia,0,0
2023-000158,XYZ230158,2023-07-04,12:00,2023-07-04 12:53,SBGL,SBCF,ROT011,PR-PWL,53,Desviado,Meteorologia,0,1
2023-000159,XYZ230159,2023-07-04,12:00,2023-07-04 12:11,SBGL,SBPA,ROT012,PR-QXA,11,Realizado,Meteorologia,0,0
2023-000160,XYZ230160,2023-07-04,12:00,2023-07-04 12:16,SBGL,SBCT,ROT013,PR-RYB,16,Realizado,Meteorologia,0,0
2023-000161,XYZ230161,2023-07-05,00:00,2023-07-05 00:32,SBGR,SBGL,ROT001,PR-SCD,32,Realizado,Meteorologia,0,0
2023-000162,XYZ230162,2023-07-05,00:00,2023-07-05 00:24,SBGR,SBBR,ROT002,PR-TQJ,24,Realizado,Meteorologia,0,0
2023-000163,XYZ230163,2023-07-05,00:00,2023-07-05 00:40,SBGR,SBCF,ROT003,PR-UKM,40,Desviado,Meteorologia,0,1
2023-000164,XYZ230164,2023-07-05,00:00,2023-07-05 00:45,SBGR,SBPA,ROT004,PR-VPN,45,Realizado,Meteorologia,0,0
2023-000165,XYZ230165,2023-07-05,00:00,2023-07-05 00:24,SBGL,SBBR,ROT010,PR-WAR,24,Realizado,Meteorologia,0,0
2023-000166,XYZ230166,2023-07-05,00:00,2023-07-05 00:44,SBGL,SBCF,ROT011,PR-XBE,44,Realizado,Meteorologia,0,0
2023-000167,XYZ230167,2023-07-05,00:00,2023-07-05 00:14,SBGL,SBPA,ROT012,PR-YCF,14,Realizado,Meteorologia,0,0
2023-000168,XYZ230168,2023-07-05,00:00,2023-07-05 00:48,SBGL,SBCT,ROT013,PR-ZDG,48,Realizado,Meteorologia,0,0
2023-000169,XYZ230169,2023-07-05,03:00,2023-07-05 03:11,SBGR,SBGL,ROT001,PR-ADH,11,Realizado,Meteorologia,0,0
2023-000170,XYZ230170,2023-07-05,03:00,2023-07-05 03:31,SBGR,SBBR,ROT002,PR-BKR,31,Realizado,Meteorologia,0,0
2023-000171,XYZ230171,2023-07-05,03:00,2023-07-05 03:30,SBGR,SBCF,ROT003,PR-CEV,30,Realizado,Meteorologia,0,0
2023-000172,XYZ230172,2023-07-05,03:00,2023-07-05 03:11,SBGR,SBPA,ROT004,PR-DQF,11,Realizado,Meteorologia,0,0
2023-000173,XYZ230173,2023-07-05,03:00,2023-07-05 03:36,SBGL,SBBR,ROT010,PR-EHX,36,Realizado,Meteorologia,0,0
2023-000174,XYZ230174,2023-07-05,03:00,2023-07-05 03:23,SBGL,SBCF,ROT011,PR-FKA,23,Realizado,Meteorologia,0,0
2023-000175,XYZ230175,2023-07-05,03:00,2023-07-05 03:19,SBGL,SBPA,ROT012,PR-GMB,19,Realizado,Meteorologia,0,0
2023-000176,XYZ230176,2023-07-05,03:00,2023-07-05 03:43,SBGL,SBCT,ROT013,PR-HNC,43,Realizado,Meteorologia,0,0
2023-000177,XYZ230177,2023-07-05,06:00,2023-07-05 06:37,SBGR,SBGL,ROT001,PR-JRD,37,Realizado,Meteorologia,0,0
2023-000178,XYZ230178,2023-07-05,06:00,2023-07-05 06:43,SBGR,SBBR,ROT002,PR-KSE,43,Realizado,Meteorologia,0,0
2023-000179,XYZ230179,2023-07-05,06:00,2023-07-05 06:42,SBGR,SBCF,ROT003,PR-LTF,42,Realizado,Meteorologia,0,0
2023-000180,XYZ230180,2023-07-05,06:00,2023-07-05 06:30,SBGR,SBPA,ROT004,PR-MUG,30,Realizado,Meteorologia,0,0
2023-000181,XYZ230181,2023-07-05,06:00,2023-07-05 06:25,SBGL,SBBR,ROT010,PR-NVH,25,Realizado,Meteorologia,0,0
2023-000182,XYZ230182,2023-07-05,06:00,2023-07-05 06:24,SBGL,SBCF,ROT011,PR-PWL,24,Realizado,Meteorologia,0,0
2023-000183,XYZ230183,2023-07-05,06:00,2023-07-05 06:15,SBGL,SBPA,ROT012,PR-QXA,15,Realizado,Meteorologia,0,0
2023-000184,XYZ230184,2023-07-05,06:00,2023-07-05 06:48,SBGL,SBCT,ROT013,PR-RYB,48,Realizado,Meteorologia,0,0
