id_registro_meteo,aeroporto,data_hora,temperatura_c,pressao_hpa,visibilidade_m,vento_kmh,rajada_kmh,precipitacao_mm,cobertura_nuvens_pct,condicao_meteorologica
MET2023-0204,SBCF,2023-07-02 09:00,15.7,1017.6,9155,14,36,1.7,36,Chuva
MET2023-0205,SBCF,2023-07-02 12:00,16.6,1017.1,9155,14,32,1.7,40,Chuva
MET2023-0201,SBPA,2023-07-02 00:00,13.6,1018.4,4740,26,50,4.2,71,Chuva
MET2023-0202,SBPA,2023-07-02 03:00,12.6,1018.8,4740,26,48,4.2,94,Chuva
MET2023-0203,SBPA,2023-07-02 06:00,11.7,1019.3,4740,26,42,4.2,93,Chuva
MET2023-0204,SBPA,2023-07-02 09:00,12.6,1018.8,4740,26,41,4.2,88,Chuva
MET2023-0205,SBPA,2023-07-02 12:00,13.6,1018.4,4740,26,49,4.2,88,Chuva
MET2023-0201,SBCT,2023-07-02 00:00,12.4,1018.9,6531,25,47,4.3,93,Chuva
MET2023-0202,SBCT,2023-07-02 03:00,11.5,1019.4,6531,25,48,4.3,72,Chuva
MET2023-0203,SBCT,2023-07-02 06:00,10.5,1019.9,6531,25,36,4.3,68,Chuva
MET2023-0204,SBCT,2023-07-02 09:00,11.5,1019.4,6531,25,44,4.3,83,Chuva
MET2023-0205,SBCT,2023-07-02 12:00,12.4,1018.9,6531,25,43,4.3,78,Chuva
MET2023-0201,SBRF,2023-07-02 00:00,25.8,1007.3,11215,20,41,0.4,15,Ceu aberto
MET2023-0202,SBRF,2023-07-02 03:00,24.8,1007.8,11215,20,33,0.4,18,Ceu aberto
MET2023-0203,SBRF,2023-07-02 06:00,23.9,1008.2,11215,20,30,0.4,28,Ceu aberto
MET2023-0204,SBRF,2023-07-02 09:00,24.8,1007.8,11215,20,38,0.4,47,Ceu aberto
MET2023-0205,SBRF,2023-07-02 12:00,25.8,1007.3,11215,20,40,0.4,32,Ceu aberto
MET2023-0201,SBFL,2023-07-02 00:00,15.2,1017.7,8044,20,31,3.1,50,Chuva
MET2023-0202,SBFL,2023-07-02 03:00,14.3,1018.2,8044,20,30,3.1,59,Chuva
MET2023-0203,SBFL,2023-07-02 06:00,13.3,1018.7,8044,20,32,3.1,83,Chuva
MET2023-0204,SBFL,2023-07-02 09:00,14.3,1018.2,8044,20,32,3.1,70,Chuva
MET2023-0205,SBFL,2023-07-02 12:00,15.2,1017.7,8044,20,41,3.1,50,Chuva
MET2023-0201,SBSV,2023-07-02 00:00,20.9,1017.3,12963,18,33,0.2,18,Ceu aberto
MET2023-0202,SBSV,2023-07-02 03:00,20.0,1017.8,12963,18,39,0.2,27,Ceu aberto
MET2023-0203,SBSV,2023-07-02 06:00,19.0,1018.2,12963,18,35,0.2,30,Ceu aberto
MET2023-0204,SBSV,2023-07-02 09:00,20.0,1017.8,12963,18,29,0.2,-9,Ceu aberto
MET2023-0205,SBSV,2023-07-02 12:00,20.9,1017.3,12963,18,31,0.2,12,Ceu aberto
MET2023-0201,SBCG,2023-07-02 00:00,17.0,1011.1,11945,19,39,1.4,35,Chuva
MET2023-0202,SBCG,2023-07-02 03:00,16.0,1011.6,11945,19,37,1.4,44,Chuva
MET2023-0203,SBCG,2023-07-02 06:00,15.1,1012.1,11945,19,32,1.4,49,Chuva
MET2023-0204,SBCG,2023-07-02 09:00,16.0,1011.6,11945,19,30,1.4,38,Chuva
MET2023-0205,SBCG,2023-07-02 12:00,17.0,1011.1,11945,19,38,1.4,41,Chuva
MET2023-0301,SBGR,2023-07-03 00:00,17.0,1017.5,8675,15,39,3.6,55,Chuva
MET2023-0302,SBGR,2023-07-03 03:00,16.1,1018.0,8675,15,31,3.6,77,Chuva
MET2023-0303,SBGR,2023-07-03 06:00,15.1,1018.4,8675,15,26,3.6,68,Chuva
MET2023-0304,SBGR,2023-07-03 09:00,16.1,1018.0,8675,15,30,3.6,68,Chuva
MET2023-0305,SBGR,2023-07-03 12:00,17.0,1017.5,8675,15,27,3.6,83,Chuva
MET2023-0301,SBGL,2023-07-03 00:00,20.1,1018.3,9762,19,32,2.0,58,Chuva
MET2023-0302,SBGL,2023-07-03 03:00,19.2,1018.8,9762,19,41,2.0,32,Chuva
MET2023-0303,SBGL,2023-07-03 06:00,18.3,1019.2,9762,19,41,2.0,37,Chuva
MET2023-0304,SBGL,2023-07-03 09:00,19.2,1018.8,9762,19,34,2.0,65,Chuva
MET2023-0305,SBGL,2023-07-03 12:00,20.1,1018.3,9762,19,41,2.0,45,Chuva
MET2023-0301,SBBR,2023-07-03 00:00,22.5,1011.8,12038,10,34,0.8,30,Chuva
MET2023-0302,SBBR,2023-07-03 03:00,21.6,1012.3,12038,10,29,0.8,23,Chuva
MET2023-0303,SBBR,2023-07-03 06:00,20.7,1012.7,12038,10,25,0.8,52,Chuva
MET2023-0304,SBBR,2023-07-03 09:00,21.6,1012.3,12038,10,25,0.8,43,Chuva
MET2023-0305,SBBR,2023-07-03 12:00,22.5,1011.8,12038,10,32,0.8,39,Chuva
MET2023-0301,SBCF,2023-07-03 00:00,16.7,1014.1,6990,19,31,1.8,54,Chuva
MET2023-0302,SBCF,2023-07-03 03:00,15.8,1014.6,6990,19,32,1.8,52,Chuva
MET2023-0303,SBCF,2023-07-03 06:00,14.8,1015.1,6990,19,31,1.8,60,Chuva
MET2023-0304,SBCF,2023-07-03 09:00,15.8,1014.6,6990,19,31,1.8,42,Chuva
MET2023-0305,SBCF,2023-07-03 12:00,16.7,1014.1,6990,19,42,1.8,48,Chuva
MET2023-0301,SBPA,2023-07-03 00:00,12.4,1018.5,4239,22,43,4.1,79,Chuva
MET2023-0302,SBPA,2023-07-03 03:00,11.4,1019.0,4239,22,40,4.1,90,Chuva
MET2023-0303,SBPA,2023-07-03 06:00,10.5,1019.4,4239,22,33,4.1,80,Chuva
MET2023-0304,SBPA,2023-07-03 09:00,11.4,1019.0,4239,22,39,4.1,81,Chuva
MET2023-0305,SBPA,2023-07-03 12:00,12.4,1018.5,4239,22,32,4.1,79,Chuva
MET2023-0301,SBCT,2023-07-03 00:00,14.1,1017.8,6485,23,46,3.1,58,Chuva
MET2023-0302,SBCT,2023-07-03 03:00,13.1,1018.3,6485,23,36,3.1,67,Chuva
MET2023-0303,SBCT,2023-07-03 06:00,12.2,1018.7,6485,23,48,3.1,76,Chuva
MET2023-0304,SBCT,2023-07-03 09:00,13.1,1018.3,6485,23,34,3.1,71,Chuva
MET2023-0305,SBCT,2023-07-03 12:00,14.1,1017.8,6485,23,41,3.1,67,Chuva
MET2023-0301,SBRF,2023-07-03 00:00,26.5,1014.6,13495,15,26,0.8,34,Chuva
MET2023-0302,SBRF,2023-07-03 03:00,25.5,1015.1,13495,15,29,0.8,54,Chuva
MET2023-0303,SBRF,2023-07-03 06:00,24.6,1015.6,13495,15,29,0.8,24,Chuva
MET2023-0304,SBRF,2023-07-03 09:00,25.5,1015.1,13495,15,28,0.8,11,Chuva
MET2023-0305,SBRF,2023-07-03 12:00,26.5,1014.6,13495,15,34,0.8,27,Chuva
MET2023-0301,SBFL,2023-07-03 00:00,12.1,1019.0,6894,26,43,4.0,94,Chuva
MET2023-0302,SBFL,2023-07-03 03:00,11.2,1019.5,6894,26,50,4.0,78,Chuva
MET2023-0303,SBFL,2023-07-03 06:00,10.2,1020.0,6894,26,49,4.0,76,Chuva
MET2023-0304,SBFL,2023-07-03 09:00,11.2,1019.5,6894,26,51,4.0,82,Chuva
MET2023-0305,SBFL,2023-07-03 12:00,12.1,1019.0,6894,26,42,4.0,68,Chuva
MET2023-0301,SBSV,2023-07-03 00:00,22.3,1017.6,8580,15,36,1.0,35,Chuva
MET2023-0302,SBSV,2023-07-03 03:00,21.3,1018.0,8580,15,39,1.0,30,Chuva
MET2023-0303,SBSV,2023-07-03 06:00,20.4,1018.5,8580,15,32,1.0,41,Chuva
MET2023-0304,SBSV,2023-07-03 09:00,21.3,1018.0,8580,15,27,1.0,36,Chuva
MET2023-0305,SBSV,2023-07-03 12:00,22.3,1017.6,8580,15,28,1.0,40,Chuva
MET2023-0301,SBCG,2023-07-03 00:00,21.2,1017.5,9340,15,37,1.7,65,Chuva
MET2023-0302,SBCG,2023-07-03 03:00,20.3,1018.0,9340,15,33,1.7,46,Chuva
MET2023-0303,SBCG,2023-07-03 06:00,19.4,1018.4,9340,15,33,1.7,56,Chuva
MET2023-0304,SBCG,2023-07-03 09:00,20.3,1018.0,9340,15,38,1.7,34,Chuva
MET2023-0305,SBCG,2023-07-03 12:00,21.2,1017.5,9340,15,25,1.7,42,Chuva
MET2023-0401,SBGR,2023-07-04 00:00,17.5,1019.3,6431,20,36,3.3,51,Chuva
MET2023-0402,SBGR,2023-07-04 03:00,16.6,1019.8,6431,20,37,3.3,66,Chuva
MET2023-0403,SBGR,2023-07-04 06:00,15.7,1020.3,6431,20,38,3.3,75,Chuva
MET2023-0404,SBGR,2023-07-04 09:00,16.6,1019.8,6431,20,42,3.3,85,Chuva
MET2023-0405,SBGR,2023-07-04 12:00,17.5,1019.3,6431,20,43,3.3,55,Chuva
MET2023-0401,SBGL,2023-07-04 00:00,18.4,1017.2,8759,13,28,2.4,60,Chuva
MET2023-0402,SBGL,2023-07-04 03:00,17.5,1017.7,8759,13,33,2.4,55,Chuva
MET2023-0403,SBGL,2023-07-04 06:00,16.6,1018.1,8759,13,25,2.4,55,Chuva
MET2023-0404,SBGL,2023-07-04 09:00,17.5,1017.7,8759,13,25,2.4,45,Chuva
MET2023-0405,SBGL,2023-07-04 12:00,18.4,1017.2,8759,13,29,2.4,61,Chuva
MET2023-0401,SBBR,2023-07-04 00:00,20.2,1015.8,10681,12,24,0.4,18,Ceu aberto
MET2023-0402,SBBR,2023-07-04 03:00,19.2,1016.2,10681,12,23,0.4,25,Ceu aberto
MET2023-0403,SBBR,2023-07-04 06:00,18.3,1016.7,10681,12,25,0.4,15,Ceu aberto
MET2023-0404,SBBR,2023-07-04 09:00,19.2,1016.2,10681,12,27,0.4,45,Ceu aberto
MET2023-0405,SBBR,2023-07-04 12:00,20.2,1015.8,10681,12,22,0.4,26,Ceu aberto
MET2023-0401,SBCF,2023-07-04 00:00,18.3,1017.0,10011,12,25,1.7,50,Chuva
MET2023-0402,SBCF,2023-07-04 03:00,17.3,1017.4,10011,12,28,1.7,68,Chuva
MET2023-0403,SBCF,2023-07-04 06:00,16.4,1017.9,10011,12,28,1.7,42,Chuva
MET2023-0404,SBCF,2023-07-04 09:00,17.3,1017.4,10011,12,29,1.7,53,Chuva
MET2023-0405,SBCF,2023-07-04 12:00,18.3,1017.0,10011,12,35,1.7,35,Chuva
MET2023-0401,SBPA,2023-07-04 00:00,17.5,1018.6,5699,23,37,4.0,81,Chuva
MET2023-0402,SBPA,2023-07-04 03:00,16.6,1019.1,5699,23,38,4.0,73,Chuva
MET2023-0403,SBPA,2023-07-04 06:00,15.7,1019.5,5699,23,34,4.0,68,Chuva
MET2023-0404,SBPA,2023-07-04 09:00,16.6,1019.1,5699,23,46,4.0,96,Chuva
MET2023-0405,SBPA,2023-07-04 12:00,17.5,1018.6,5699,23,44,4.0,88,Chuva
MET2023-0401,SBCT,2023-07-04 00:00,10.7,1017.2,7780,27,39,3.9,93,Chuva
MET2023-0402,SBCT,2023-07-04 03:00,9.7,1017.6,7780,27,42,3.9,91,Chuva
MET2023-0403,SBCT,2023-07-04 06:00,8.8,1018.1,7780,27,46,3.9,64,Chuva
MET2023-0404,SBCT,2023-07-04 09:00,9.7,1017.6,7780,27,43,3.9,78,Chuva
MET2023-0405,SBCT,2023-07-04 12:00,10.7,1017.2,7780,27,41,3.9,79,Chuva
MET2023-0401,SBRF,2023-07-04 00:00,23.0,1012.1,11061,14,30,0.4,18,Ceu aberto
MET2023-0402,SBRF,2023-07-04 03:00,22.0,1012.5,11061,14,39,0.4,24,Ceu aberto
MET2023-0403,SBRF,2023-07-04 06:00,21.1,1013.0,11061,14,38,0.4,17,Ceu aberto
MET2023-0404,SBRF,2023-07-04 09:00,22.0,1012.5,11061,14,37,0.4,20,Ceu aberto
MET2023-0405,SBRF,2023-07-04 12:00,23.0,1012.1,11061,14,26,0.4,34,Ceu aberto
MET2023-0401,SBFL,2023-07-04 00:00,15.5,1016.9,8118,29,42,4.3,76,Chuva
MET2023-0402,SBFL,2023-07-04 03:00,14.6,1017.3,8118,29,44,4.3,87,Chuva
MET2023-0403,SBFL,2023-07-04 06:00,13.7,1017.8,8118,29,43,4.3,56,Chuva
MET2023-0404,SBFL,2023-07-04 09:00,14.6,1017.3,8118,29,41,4.3,68,Chuva
MET2023-0405,SBFL,2023-07-04 12:00,15.5,1016.9,8118,29,48,4.3,92,Chuva
MET2023-0401,SBSV,2023-07-04 00:00,22.0,1010.4,9820,16,27,0.7,26,Chuva
MET2023-0402,SBSV,2023-07-04 03:00,21.1,1010.8,9820,16,41,0.7,39,Chuva
MET2023-0403,SBSV,2023-07-04 06:00,20.2,1011.3,9820,16,30,0.7,24,Chuva
MET2023-0404,SBSV,2023-07-04 09:00,21.1,1010.8,9820,16,36,0.7,35,Chuva
MET2023-0405,SBSV,2023-07-04 12:00,22.0,1010.4,9820,16,33,0.7,44,Chuva
MET2023-0401,SBCG,2023-07-04 00:00,16.7,1012.1,10166,17,39,1.9,63,Chuva
MET2023-0402,SBCG,2023-07-04 03:00,15.8,1012.5,10166,17,29,1.9,42,Chuva
MET2023-0403,SBCG,2023-07-04 06:00,14.8,1013.0,10166,17,29,1.9,54,Chuva
MET2023-0404,SBCG,2023-07-04 09:00,15.8,1012.5,10166,17,29,1.9,53,Chuva
MET2023-0405,SBCG,2023-07-04 12:00,16.7,1012.1,10166,17,34,1.9,58,Chuva
MET2023-0501,SBGR,2023-07-05 00:00,17.7,1014.2,9737,14,31,1.8,37,Chuva
MET2023-0502,SBGR,2023-07-05 03:00,16.8,1014.6,9737,14,28,1.8,47,Chuva
MET2023-0503,SBGR,2023-07-05 06:00,15.9,1015.1,9737,14,27,1.8,64,Chuva
MET2023-0504,SBGR,2023-07-05 09:00,16.8,1014.6,9737,14,37,1.8,55,Chuva
MET2023-0505,SBGR,2023-07-05 12:00,17.7,1014.2,9737,14,38,1.8,25,Chuva
MET2023-0501,SBGL,2023-07-05 00:00,16.9,1016.4,9464,19,41,2.1,47,Chuva
MET2023-0502,SBGL,2023-07-05 03:00,16.0,1016.9,9464,19,39,2.1,61,Chuva
MET2023-0503,SBGL,2023-07-05 06:00,15.1,1017.3,9464,19,41,2.1,52,Chuva
MET2023-0504,SBGL,2023-07-05 09:00,16.0,1016.9,9464,19,32,2.1,40,Chuva
MET2023-0505,SBGL,2023-07-05 12:00,16.9,1016.4,9464,19,41,2.1,43,Chuva
MET2023-0501,SBBR,2023-07-05 00:00,20.1,1011.5,11494,13,25,1.2,33,Chuva
MET2023-0502,SBBR,2023-07-05 03:00,19.2,1012.0,11494,13,36,1.2,35,Chuva
MET2023-0503,SBBR,2023-07-05 06:00,18.3,1012.4,11494,13,35,1.2,28,Chuva
MET2023-0504,SBBR,2023-07-05 09:00,19.2,1012.0,11494,13,25,1.2,46,Chuva
MET2023-0505,SBBR,2023-07-05 12:00,20.1,1011.5,11494,13,34,1.2,29,Chuva
MET2023-0501,SBCF,2023-07-05 00:00,19.4,1015.8,7581,15,38,1.6,38,Chuva
MET2023-0502,SBCF,2023-07-05 03:00,18.5,1016.3,7581,15,33,1.6,35,Chuva
MET2023-0503,SBCF,2023-07-05 06:00,17.6,1016.7,7581,15,39,1.6,20,Chuva
MET2023-0504,SBCF,2023-07-05 09:00,18.5,1016.3,7581,15,27,1.6,45,Chuva
MET2023-0505,SBCF,2023-07-05 12:00,19.4,1015.8,7581,15,34,1.6,70,Chuva
MET2023-0501,SBPA,2023-07-05 00:00,12.9,1019.7,5809,27,46,4.6,93,Chuva
MET2023-0502,SBPA,2023-07-05 03:00,12.0,1020.2,5809,27,46,4.6,100,Chuva
MET2023-0503,SBPA,2023-07-05 06:00,11.1,1020.6,5809,27,51,4.6,83,Chuva
MET2023-0504,SBPA,2023-07-05 09:00,12.0,1020.2,5809,27,51,4.6,78,Chuva
MET2023-0505,SBPA,2023-07-05 12:00,12.9,1019.7,5809,27,52,4.6,87,Chuva
MET2023-0501,SBCT,2023-07-05 00:00,15.6,1016.3,4065,26,36,4.8,86,Chuva
MET2023-0502,SBCT,2023-07-05 03:00,14.7,1016.7,4065,26,41,4.8,100,Chuva
MET2023-0503,SBCT,2023-07-05 06:00,13.8,1017.2,4065,26,50,4.8,68,Chuva
MET2023-0504,SBCT,2023-07-05 09:00,14.7,1016.7,4065,26,41,4.8,100,Chuva
MET2023-0505,SBCT,2023-07-05 12:00,15.6,1016.3,4065,26,42,4.8,83,Chuva
MET2023-0501,SBRF,2023-07-05 00:00,23.3,1008.9,11754,15,38,0.0,19,Ceu aberto
MET2023-0502,SBRF,2023-07-05 03:00,22.4,1009.3,11754,15,30,0.0,38,Ceu aberto
MET2023-0503,SBRF,2023-07-05 06:00,21.5,1009.8,11754,15,25,0.0,31,Ceu aberto
MET2023-0504,SBRF,2023-07-05 09:00,22.4,1009.3,11754,15,35,0.0,17,Ceu aberto
MET2023-0505,SBRF,2023-07-05 12:00,23.3,1008.9,11754,15,26,0.0,8,Ceu aberto
MET2023-0501,SBFL,2023-07-05 00:00,14.6,1017.2,5944,23,47,3.6,80,Chuva
MET2023-0502,SBFL,2023-07-05 03:00,13.7,1017.6,5944,23,36,3.6,99,Chuva
MET2023-0503,SBFL,2023-07-05 06:00,12.7,1018.1,5944,23,34,3.6,62,Chuva
MET2023-0504,SBFL,2023-07-05 09:00,13.7,1017.6,5944,23,45,3.6,87,Chuva
MET2023-0505,SBFL,2023-07-05 12:00,14.6,1017.2,5944,23,40,3.6,47,Chuva
MET2023-0501,SBSV,2023-07-05 00:00,23.7,1006.9,10308,14,34,0.4,18,Ceu aberto
MET2023-0502,SBSV,2023-07-05 03:00,22.8,1007.4,10308,14,30,0.4,35,Ceu aberto
MET2023-0503,SBSV,2023-07-05 06:00,21.9,1007.8,10308,14,25,0.4,39,Ceu aberto
MET2023-0504,SBSV,2023-07-05 09:00,22.8,1007.4,10308,14,28,0.4,33,Ceu aberto
MET2023-0505,SBSV,2023-07-05 12:00,23.7,1006.9,10308,14,25,0.4,15,Ceu aberto
MET2023-0501,SBCG,2023-07-05 00:00,19.3,1013.5,10773,12,26,1.5,40,Chuva
MET2023-0502,SBCG,2023-07-05 03:00,18.4,1013.9,10773,12,33,1.5,45,Chuva
MET2023-0503,SBCG,2023-07-05 06:00,17.4,1014.4,10773,12,28,1.5,45,Chuva
MET2023-0504,SBCG,2023-07-05 09:00,18.4,1013.9,10773,12,32,1.5,36,Chuva
MET2023-0505,SBCG,2023-07-05 12:00,19.3,1013.5,10773,12,36,1.5,33,Chuva
MET2023-0601,SBGR,2023-07-06 00:00,16.7,1011.9,8782,16,30,2.7,70,Chuva
MET2023-0602,SBGR,2023-07-06 03:00,15.8,1012.3,8782,16,32,2.7,44,Chuva
MET2023-0603,SBGR,2023-07-06 06:00,14.9,1012.8,8782,16,36,2.7,66,Chuva
MET2023-0604,SBGR,2023-07-06 09:00,15.8,1012.3,8782,16,32,2.7,39,Chuva
MET2023-0605,SBGR,2023-07-06 12:00,16.7,1011.9,8782,16,31,2.7,77,Chuva
MET2023-0601,SBGL,2023-07-06 00:00,19.5,1014.1,7687,25,39,3.7,82,Chuva
MET2023-0602,SBGL,2023-07-06 03:00,18.6,1014.6,7687,25,37,3.7,62,Chuva
MET2023-0603,SBGL,2023-07-06 06:00,17.7,1015.0,7687,25,39,3.7,76,Chuva
MET2023-0604,SBGL,2023-07-06 09:00,18.6,1014.6,7687,25,35,3.7,59,Chuva
MET2023-0605,SBGL,2023-07-06 12:00,19.5,1014.1,7687,25,43,3.7,81,Chuva
MET2023-0601,SBBR,2023-07-06 00:00,21.4,1013.7,11002,16,28,1.6,53,Chuva
MET2023-0602,SBBR,2023-07-06 03:00,20.5,1014.2,11002,16,39,1.6,25,Chuva
MET2023-0603,SBBR,2023-07-06 06:00,19.6,1014.6,11002,16,33,1.6,30,Chuva
MET2023-0604,SBBR,2023-07-06 09:00,20.5,1014.2,11002,16,26,1.6,48,Chuva
MET2023-0605,SBBR,2023-07-06 12:00,21.4,1013.7,11002,16,27,1.6,36,Chuva
MET2023-0601,SBCF,2023-07-06 00:00,15.0,1016.7,6676,14,28,2.9,54,Chuva
MET2023-0602,SBCF,2023-07-06 03:00,14.1,1017.2,6676,14,32,2.9,83,Chuva
MET2023-0603,SBCF,2023-07-06 06:00,13.2,1017.6,6676,14,38,2.9,60,Chuva
