id_voo,codigo_voo,data,horario_previsto,horario_realizado,aeroporto_origem,aeroporto_destino,id_rota,matricula_aeronave,atraso_minutos,status,motivo_atraso,cancelado,desviado
2024-001260,XYZ241260,2024-07-01,06:00,2024-07-01 06:15,SBGR,SBPA,ROT004,PR-MUG,15,Realizado,Meteorologia,0,0
2024-001261,XYZ241261,2024-07-01,06:00,2024-07-01 06:10,SBGL,SBBR,ROT010,PR-NVH,10,Realizado,Meteorologia,0,0
2024-001262,XYZ241262,2024-07-01,06:00,2024-07-01 06:42,SBGL,SBCF,ROT011,PR-PWL,42,Realizado,Meteorologia,0,0
2024-001263,XYZ241263,2024-07-01,06:00,2024-07-01 06:23,SBGL,SBPA,ROT012,PR-QXA,23,Realizado,Meteorologia,0,0
2024-001264,XYZ241264,2024-07-01,06:00,2024-07-01 06:39,SBGL,SBCT,ROT013,PR-RYB,39,Realizado,Meteorologia,0,0
2024-001265,XYZ241265,2024-07-01,09:00,2024-07-01 09:12,SBGR,SBGL,ROT001,PR-SCD,12,Realizado,Meteorologia,0,0
2024-001266,XYZ241266,2024-07-01,09:00,2024-07-01 09:20,SBGR,SBBR,ROT002,PR-TQJ,20,Realizado,Meteorologia,0,0
2024-001267,XYZ241267,2024-07-01,09:00,2024-07-01 09:16,SBGR,SBCF,ROT003,PR-UKM,16,Realizado,Meteorologia,0,0
2024-001268,XYZ241268,2024-07-01,09:00,2024-07-01 09:12,SBGR,SBPA,ROT004,PR-VPN,12,Realizado,Meteorologia,0,0
2024-001269,XYZ241269,2024-07-01,09:00,2024-07-01 09:46,SBGL,SBBR,ROT010,PR-WAR,46,Realizado,Meteorologia,0,0
2024-001270,XYZ241270,2024-07-01,09:00,2024-07-01 09:38,SBGL,SBCF,ROT011,PR-XBE,38,Realizado,Meteorologia,0,0
2024-001271,XYZ241271,2024-07-01,09:00,2024-07-01 09:28,SBGL,SBPA,ROT012,PR-YCF,28,Realizado,Meteorologia,0,0
2024-001272,XYZ241272,2024-07-01,09:00,2024-07-01 09:36,SBGL,SBCT,ROT013,PR-ZDG,36,Realizado,Meteorologia,0,0
2024-001273,XYZ241273,2024-07-01,12:00,2024-07-01 12:26,SBGR,SBGL,ROT001,PR-ADH,26,Realizado,Meteorologia,0,0
2024-001274,XYZ241274,2024-07-01,12:00,2024-07-01 12:21,SBGR,SBBR,ROT002,PR-BKR,21,Realizado,Meteorologia,0,0
2024-001275,XYZ241275,2024-07-01,12:00,2024-07-01 12:19,SBGR,SBCF,ROT003,PR-CEV,19,Realizado,Meteorologia,0,0
2024-001276,XYZ241276,2024-07-01,12:00,2024-07-01 12:14,SBGR,SBPA,ROT004,PR-DQF,14,Realizado,Meteorologia,0,0
2024-001277,XYZ241277,2024-07-01,12:00,2024-07-01 12:10,SBGL,SBBR,ROT010,PR-EHX,10,Realizado,Meteorologia,0,0
2024-001278,XYZ241278,2024-07-01,12:00,2024-07-01 12:19,SBGL,SBCF,ROT011,PR-FKA,19,Realizado,Meteorologia,0,0
2024-001279,XYZ241279,2024-07-01,12:00,2024-07-01 12:44,SBGL,SBPA,ROT012,PR-GMB,44,Desviado,Meteorologia,0,1
2024-001280,XYZ241280,2024-07-01,12:00,2024-07-01 12:24,SBGL,SBCT,ROT013,PR-HNC,24,Realizado,Meteorologia,0,0
2024-001281,XYZ241281,2024-07-02,00:00,2024-07-02 00:28,SBGR,SBGL,ROT001,PR-JRD,28,Realizado,Meteorologia,0,0
2024-001282,XYZ241282,2024-07-02,00:00,2024-07-02 00:12,SBGR,SBBR,ROT002,PR-KSE,12,Realizado,Meteorologia,0,0
2024-001283,XYZ241283,2024-07-02,00:00,2024-07-02 00:24,SBGR,SBCF,ROT003,PR-LTF,24,Realizado,Meteorologia,0,0
2024-001284,XYZ241284,2024-07-02,00:00,2024-07-02 00:27,SBGR,SBPA,ROT004,PR-MUG,27,Realizado,Meteorologia,0,0
2024-001285,XYZ241285,2024-07-02,00:00,2024-07-02 00:23,SBGL,SBBR,ROT010,PR-NVH,23,Realizado,Meteorologia,0,0
2024-001286,XYZ241286,2024-07-02,00:00,,SBGL,SBCF,ROT011,PR-PWL,0,Cancelado,Meteorologia,1,0
2024-001287,XYZ241287,2024-07-02,00:00,2024-07-02 00:48,SBGL,SBPA,ROT012,PR-QXA,48,Realizado,Meteorologia,0,0
2024-001288,XYZ241288,2024-07-02,00:00,2024-07-02 00:37,SBGL,SBCT,ROT013,PR-RYB,37,Realizado,Meteorologia,0,0
2024-001289,XYZ241289,2024-07-02,03:00,2024-07-02 03:16,SBGR,SBGL,ROT001,PR-SCD,16,Realizado,Meteorologia,0,0
2024-001290,XYZ241290,2024-07-02,03:00,2024-07-02 03:29,SBGR,SBBR,ROT002,PR-TQJ,29,Desviado,Meteorologia,0,1
2024-001291,XYZ241291,2024-07-02,03:00,2024-07-02 03:21,SBGR,SBCF,ROT003,PR-UKM,21,Realizado,Meteorologia,0,0
2024-001292,XYZ241292,2024-07-02,03:00,2024-07-02 03:12,SBGR,SBPA,ROT004,PR-VPN,12,Realizado,Meteorologia,0,0
2024-001293,XYZ241293,2024-07-02,03:00,2024-07-02 03:28,SBGL,SBBR,ROT010,PR-WAR,28,Desviado,Meteorologia,0,1
2024-001294,XYZ241294,2024-07-02,03:00,2024-07-02 03:32,SBGL,SBCF,ROT011,PR-XBE,32,Desviado,Meteorologia,0,1
2024-001295,XYZ241295,2024-07-02,03:00,2024-07-02 03:20,SBGL,SBPA,ROT012,PR-YCF,20,Realizado,Meteorologia,0,0
2024-001296,XYZ241296,2024-07-02,03:00,2024-07-02 03:10,SBGL,SBCT,ROT013,PR-ZDG,10,Realizado,Meteorologia,0,0
2024-001297,XYZ241297,2024-07-02,06:00,2024-07-02 06:21,SBGR,SBGL,ROT001,PR-ADH,21,Desviado,Meteorologia,0,1
2024-001298,XYZ241298,2024-07-02,06:00,2024-07-02 06:13,SBGR,SBBR,ROT002,PR-BKR,13,Realizado,Meteorologia,0,0
2024-001299,XYZ241299,2024-07-02,06:00,2024-07-02 06:36,SBGR,SBCF,ROT003,PR-CEV,36,Realizado,Meteorologia,0,0
2024-001300,XYZ241300,2024-07-02,06:00,2024-07-02 06:12,SBGR,SBPA,ROT004,PR-DQF,12,Realizado,Meteorologia,0,0
2024-001301,XYZ241301,2024-07-02,06:00,2024-07-02 06:26,SBGL,SBBR,ROT010,PR-EHX,26,Realizado,Meteorologia,0,0
2024-001302,XYZ241302,2024-07-02,06:00,2024-07-02 06:36,SBGL,SBCF,ROT011,PR-FKA,36,Realizado,Meteorologia,0,0
2024-001303,XYZ241303,2024-07-02,06:00,2024-07-02 06:21,SBGL,SBPA,ROT012,PR-GMB,21,Realizado,Meteorologia,0,0
2024-001304,XYZ241304,2024-07-02,06:00,2024-07-02 06:13,SBGL,SBCT,ROT013,PR-HNC,13,Realizado,Meteorologia,0,0
2024-001305,XYZ241305,2024-07-02,09:00,2024-07-02 09:11,SBGR,SBGL,ROT001,PR-JRD,11,Realizado,Meteorologia,0,0
2024-001306,XYZ241306,2024-07-02,09:00,2024-07-02 09:42,SBGR,SBBR,ROT002,PR-KSE,42,Realizado,Meteorologia,0,0
2024-001307,XYZ241307,2024-07-02,09:00,2024-07-02 09:36,SBGR,SBCF,ROT003,PR-LTF,36,Realizado,Meteorologia,0,0
2024-001308,XYZ241308,2024-07-02,09:00,2024-07-02 09:20,SBGR,SBPA,ROT004,PR-MUG,20,Realizado,Meteorologia,0,0
2024-001309,XYZ241309,2024-07-02,09:00,2024-07-02 09:35,SBGL,SBBR,ROT010,PR-NVH,35,Realizado,Meteorologia,0,0
2024-001310,XYZ241310,2024-07-02,09:00,2024-07-02 09:39,SBGL,SBCF,ROT011,PR-PWL,39,Desviado,Meteorologia,0,1
2024-001311,XYZ241311,2024-07-02,09:00,2024-07-02 09:45,SBGL,SBPA,ROT012,PR-QXA,45,Desviado,Meteorologia,0,1
2024-001312,XYZ241312,2024-07-02,09:00,2024-07-02 09:45,SBGL,SBCT,ROT013,PR-RYB,45,Realizado,Meteorologia,0,0
2024-001313,XYZ241313,2024-07-02,12:00,2024-07-02 12:12,SBGR,SBGL,ROT001,PR-SCD,12,Realizado,Meteorologia,0,0
2024-001314,XYZ241314,2024-07-02,12:00,2024-07-02 12:36,SBGR,SBBR,ROT002,PR-TQJ,36,Realizado,Meteorologia,0,0
2024-001315,XYZ241315,2024-07-02,12:00,2024-07-02 12:35,SBGR,SBCF,ROT003,PR-UKM,35,Realizado,Meteorologia,0,0
2024-001316,XYZ241316,2024-07-02,12:00,2024-07-02 12:31,SBGR,SBPA,ROT004,PR-VPN,31,Desviado,Meteorologia,0,1
2024-001317,XYZ241317,2024-07-02,12:00,2024-07-02 12:35,SBGL,SBBR,ROT010,PR-WAR,35,Realizado,Meteorologia,0,0
2024-001318,XYZ241318,2024-07-02,12:00,2024-07-02 12:38,SBGL,SBCF,ROT011,PR-XBE,38,Realizado,Meteorologia,0,0
2024-001319,XYZ241319,2024-07-02,12:00,2024-07-02 12:47,SBGL,SBPA,ROT012,PR-YCF,47,Realizado,Meteorologia,0,0
2024-001320,XYZ241320,2024-07-02,12:00,2024-07-02 12:26,SBGL,SBCT,ROT013,PR-ZDG,26,Realizado,Meteorologia,0,0
2024-001321,XYZ241321,2024-07-03,00:00,2024-07-03 00:36,SBGR,SBGL,ROT001,PR-ADH,36,Realizado,Meteorologia,0,0
2024-001322,XYZ241322,2024-07-03,00:00,2024-07-03 00:31,SBGR,SBBR,ROT002,PR-BKR,31,Realizado,Meteorologia,0,0
2024-001323,XYZ241323,2024-07-03,00:00,2024-07-03 00:21,SBGR,SBCF,ROT003,PR-CEV,21,Realizado,Meteorologia,0,0
2024-001324,XYZ241324,2024-07-03,00:00,,SBGR,SBPA,ROT004,PR-DQF,0,Cancelado,Meteorologia,1,0
2024-001325,XYZ241325,2024-07-03,00:00,2024-07-03 00:22,SBGL,SBBR,ROT010,PR-EHX,22,Realizado,Meteorologia,0,0
2024-001326,XYZ241326,2024-07-03,00:00,2024-07-03 00:34,SBGL,SBCF,ROT011,PR-FKA,34,Realizado,Meteorologia,0,0
2024-001327,XYZ241327,2024-07-03,00:00,2024-07-03 00:25,SBGL,SBPA,ROT012,PR-GMB,25,Realizado,Meteorologia,0,0
2024-001328,XYZ241328,2024-07-03,00:00,2024-07-03 00:43,SBGL,SBCT,ROT013,PR-HNC,43,Realizado,Meteorologia,0,0
2024-001329,XYZ241329,2024-07-03,03:00,,SBGR,SBGL,ROT001,PR-JRD,0,Cancelado,Meteorologia,1,0
2024-001330,XYZ241330,2024-07-03,03:00,2024-07-03 03:32,SBGR,SBBR,ROT002,PR-KSE,32,Realizado,Meteorologia,0,0
2024-001331,XYZ241331,2024-07-03,03:00,2024-07-03 03:43,SBGR,SBCF,ROT003,PR-LTF,43,Realizado,Meteorologia,0,0
2024-001332,XYZ241332,2024-07-03,03:00,,SBGR,SBPA,ROT004,PR-MUG,0,Cancelado,Meteorologia,1,0
2024-001333,XYZ241333,2024-07-03,03:00,2024-07-03 03:27,SBGL,SBBR,ROT010,PR-NVH,27,Realizado,Meteorologia,0,0
2024-001334,XYZ241334,2024-07-03,03:00,2024-07-03 03:28,SBGL,SBCF,ROT011,PR-PWL,28,Realizado,Meteorologia,0,0
2024-001335,XYZ241335,2024-07-03,03:00,2024-07-03 03:17,SBGL,SBPA,ROT012,PR-QXA,17,Realizado,Meteorologia,0,0
2024-001336,XYZ241336,2024-07-03,03:00,2024-07-03 03:49,SBGL,SBCT,ROT013,PR-RYB,49,Realizado,Meteorologia,0,0
2024-001337,XYZ241337,2024-07-03,06:00,2024-07-03 06:11,SBGR,SBGL,ROT001,PR-SCD,11,Realizado,Meteorologia,0,0
2024-001338,XYZ241338,2024-07-03,06:00,2024-07-03 06:11,SBGR,SBBR,ROT002,PR-TQJ,11,Realizado,Meteorologia,0,0
2024-001339,XYZ241339,2024-07-03,06:00,2024-07-03 06:25,SBGR,SBCF,ROT003,PR-UKM,25,Realizado,Meteorologia,0,0
2024-001340,XYZ241340,2024-07-03,06:00,2024-07-03 06:20,SBGR,SBPA,ROT004,PR-VPN,20,Desviado,Meteorologia,0,1
2024-001341,XYZ241341,2024-07-03,06:00,2024-07-03 06:42,SBGL,SBBR,ROT010,PR-WAR,42,Realizado,Meteorologia,0,0
2024-001342,XYZ241342,2024-07-03,06:00,2024-07-03 06:49,SBGL,SBCF,ROT011,PR-XBE,49,Realizado,Meteorologia,0,0
2024-001343,XYZ241343,2024-07-03,06:00,2024-07-03 06:13,SBGL,SBPA,ROT012,PR-YCF,13,Realizado,Meteorologia,0,0
2024-001344,XYZ241344,2024-07-03,06:00,2024-07-03 06:21,SBGL,SBCT,ROT013,PR-ZDG,21,Realizado,Meteorologia,0,0
2024-001345,XYZ241345,2024-07-03,09:00,2024-07-03 09:29,SBGR,SBGL,ROT001,PR-ADH,29,Realizado,Meteorologia,0,0
2024-001346,XYZ241346,2024-07-03,09:00,2024-07-03 09:44,SBGR,SBBR,ROT002,PR-BKR,44,Realizado,Meteorologia,0,0
2024-001347,XYZ241347,2024-07-03,09:00,2024-07-03 09:17,SBGR,SBCF,ROT003,PR-CEV,17,Realizado,Meteorologia,0,0
2024-001348,XYZ241348,2024-07-03,09:00,2024-07-03 09:25,SBGR,SBPA,ROT004,PR-DQF,25,Realizado,Meteorologia,0,0
2024-001349,XYZ241349,2024-07-03,09:00,2024-07-03 09:27,SBGL,SBBR,ROT010,PR-EHX,27,Realizado,Meteorologia,0,0
2024-001350,XYZ241350,2024-07-03,09:00,2024-07-03 09:49,SBGL,SBCF,ROT011,PR-FKA,49,Realizado,Meteorologia,0,0
2024-001351,XYZ241351,2024-07-03,09:00,2024-07-03 09:20,SBGL,SBPA,ROT012,PR-GMB,20,Realizado,Meteorologia,0,0
2024-001352,XYZ241352,2024-07-03,09:00,2024-07-03 09:41,SBGL,SBCT,ROT013,PR-HNC,41,Realizado,Meteorologia,0,0
2024-001353,XYZ241353,2024-07-03,12:00,2024-07-03 12:12,SBGR,SBGL,ROT001,PR-JRD,12,Realizado,Meteorologia,0,0
2024-001354,XYZ241354,2024-07-03,12:00,2024-07-03 12:17,SBGR,SBBR,ROT002,PR-KSE,17,Realizado,Meteorologia,0,0
2024-001355,XYZ241355,2024-07-03,12:00,2024-07-03 12:34,SBGR,SBCF,ROT003,PR-LTF,34,Realizado,Meteorologia,0,0
2024-001356,XYZ241356,2024-07-03,12:00,2024-07-03 12:16,SBGR,SBPA,ROT004,PR-MUG,16,Realizado,Meteorologia,0,0
2024-001357,XYZ241357,2024-07-03,12:00,2024-07-03 12:59,SBGL,SBBR,ROT010,PR-NVH,59,Desviado,Meteorologia,0,1
2024-001358,XYZ241358,2024-07-03,12:00,2024-07-03 12:48,SBGL,SBCF,ROT011,PR-PWL,48,Desviado,Meteorologia,0,1
2024-001359,XYZ241359,2024-07-03,12:00,2024-07-03 12:13,SBGL,SBPA,ROT012,PR-QXA,13,Realizado,Meteorologia,0,0
2024-001360,XYZ241360,2024-07-03,12:00,2024-07-03 12:29,SBGL,SBCT,ROT013,PR-RYB,29,Realizado,Meteorologia,0,0
2024-001361,XYZ241361,2024-07-04,00:00,2024-07-04 00:44,SBGR,SBGL,ROT001,PR-SCD,44,Realizado,Meteorologia,0,0
2024-001362,XYZ241362,2024-07-04,00:00,2024-07-04 00:10,SBGR,SBBR,ROT002,PR-TQJ,10,Realizado,Meteorologia,0,0
2024-001363,XYZ241363,2024-07-04,00:00,2024-07-04 00:44,SBGR,SBCF,ROT003,PR-UKM,44,Realizado,Meteorologia,0,0
2024-001364,XYZ241364,2024-07-04,00:00,2024-07-04 00:47,SBGR,SBPA,ROT004,PR-VPN,47,Realizado,Meteorologia,0,0
2024-001365,XYZ241365,2024-07-04,00:00,2024-07-04 00:45,SBGL,SBBR,ROT010,PR-WAR,45,Realizado,Meteorologia,0,0
2024-001366,XYZ241366,2024-07-04,00:00,2024-07-04 00:36,SBGL,SBCF,ROT011,PR-XBE,36,Realizado,Meteorologia,0,0
2024-001367,XYZ241367,2024-07-04,00:00,2024-07-04 00:33,SBGL,SBPA,ROT012,PR-YCF,33,Realizado,Meteorologia,0,0
2024-001368,XYZ241368,2024-07-04,00:00,2024-07-04 00:24,SBGL,SBCT,ROT013,PR-ZDG,24,Realizado,Meteorologia,0,0
2024-001369,XYZ241369,2024-07-04,03:00,2024-07-04 03:17,SBGR,SBGL,ROT001,PR-ADH,17,Realizado,Meteorologia,0,0
2024-001370,XYZ241370,2024-07-04,03:00,2024-07-04 03:35,SBGR,SBBR,ROT002,PR-BKR,35,Realizado,Meteorologia,0,0
2024-001371,XYZ241371,2024-07-04,03:00,2024-07-04 03:24,SBGR,SBCF,ROT003,PR-CEV,24,Realizado,Meteorologia,0,0
2024-001372,XYZ241372,2024-07-04,03:00,2024-07-04 03:24,SBGR,SBPA,ROT004,PR-DQF,24,Realizado,Meteorologia,0,0
2024-001373,XYZ241373,2024-07-04,03:00,2024-07-04 03:38,SBGL,SBBR,ROT010,PR-EHX,38,Realizado,Meteorologia,0,0
2024-001374,XYZ241374,2024-07-04,03:00,2024-07-04 03:46,SBGL,SBCF,ROT011,PR-FKA,46,Realizado,Meteorologia,0,0
2024-001375,XYZ241375,2024-07-04,03:00,2024-07-04 03:23,SBGL,SBPA,ROT012,PR-GMB,23,Desviado,Meteorologia,0,1
2024-001376,XYZ241376,2024-07-04,03:00,2024-07-04 03:14,SBGL,SBCT,ROT013,PR-HNC,14,Realizado,Meteorologia,0,0
2024-001377,XYZ241377,2024-07-04,06:00,2024-07-04 06:21,SBGR,SBGL,ROT001,PR-JRD,21,Realizado,Meteorologia,0,0
2024-001378,XYZ241378,2024-07-04,06:00,2024-07-04 06:37,SBGR,SBBR,ROT002,PR-KSE,37,Desviado,Meteorologia,0,1
2024-001379,XYZ241379,2024-07-04,06:00,2024-07-04 06:42,SBGR,SBCF,ROT003,PR-LTF,42,Realizado,Meteorologia,0,0
2024-001380,XYZ241380,2024-07-04,06:00,2024-07-04 06:25,SBGR,SBPA,ROT004,PR-MUG,25,Realizado,Meteorologia,0,0
2024-001381,XYZ241381,2024-07-04,06:00,2024-07-04 06:20,SBGL,SBBR,ROT010,PR-NVH,20,Realizado,Meteorologia,0,0
2024-001382,XYZ241382,2024-07-04,06:00,2024-07-04 06:20,SBGL,SBCF,ROT011,PR-PWL,20,Realizado,Meteorologia,0,0
2024-001383,XYZ241383,2024-07-04,06:00,2024-07-04 06:49,SBGL,SBPA,ROT012,PR-QXA,49,Realizado,Meteorologia,0,0
2024-001384,XYZ241384,2024-07-04,06:00,2024-07-04 06:42,SBGL,SBCT,ROT013,PR-RYB,42,Realizado,Meteorologia,0,0
2024-001385,XYZ241385,2024-07-04,09:00,2024-07-04 09:22,SBGR,SBGL,ROT001,PR-SCD,22,Realizado,Meteorologia,0,0
2024-001386,XYZ241386,2024-07-04,09:00,2024-07-04 09:40,SBGR,SBBR,ROT002,PR-TQJ,40,Realizado,Meteorologia,0,0
2024-001387,XYZ241387,2024-07-04,09:00,2024-07-04 09:38,SBGR,SBCF,ROT003,PR-UKM,38,Realizado,Meteorologia,0,0
2024-001388,XYZ241388,2024-07-04,09:00,,SBGR,SBPA,ROT004,PR-VPN,0,Cancelado,Meteorologia,1,0
2024-001389,XYZ241389,2024-07-04,09:00,2024-07-04 09:48,SBGL,SBBR,ROT010,PR-WAR,48,Realizado,Meteorologia,0,0
2024-001390,XYZ241390,2024-07-04,09:00,2024-07-04 09:27,SBGL,SBCF,ROT011,PR-XBE,27,Desviado,Meteorologia,0,1
2024-001391,XYZ241391,2024-07-04,09:00,2024-07-04 09:11,SBGL,SBPA,ROT012,PR-YCF,11,Realizado,Meteorologia,0,0
2024-001392,XYZ241392,2024-07-04,09:00,2024-07-04 09:29,SBGL,SBCT,ROT013,PR-ZDG,29,Realizado,Meteorologia,0,0
2024-001393,XYZ241393,2024-07-04,12:00,2024-07-04 12:35,SBGR,SBGL,ROT001,PR-ADH,35,Realizado,Meteorologia,0,0
2024-001394,XYZ241394,2024-07-04,12:00,2024-07-04 12:22,SBGR,SBBR,ROT002,PR-BKR,22,Realizado,Meteorologia,0,0
2024-001395,XYZ241395,2024-07-04,12:00,2024-07-04 12:42,SBGR,SBCF,ROT003,PR-CEV,42,Desviado,Meteorologia,0,1
2024-001396,XYZ241396,2024-07-04,12:00,2024-07-04 12:49,SBGR,SBPA,ROT004,PR-DQF,49,Desviado,Meteorologia,0,1
2024-001397,XYZ241397,2024-07-04,12:00,2024-07-04 12:43,SBGL,SBBR,ROT010,PR-EHX,43,Realizado,Meteorologia,0,0
2024-001398,XYZ241398,2024-07-04,12:00,2024-07-04 12:42,SBGL,SBCF,ROT011,PR-FKA,42,Realizado,Meteorologia,0,0
2024-001399,XYZ241399,2024-07-04,12:00,2024-07-04 12:28,SBGL,SBPA,ROT012,PR-GMB,28,Realizado,Meteorologia,0,0
2024-001400,XYZ241400,2024-07-04,12:00,2024-07-04 12:12,SBGL,SBCT,ROT013,PR-HNC,12,Realizado,Meteorologia,0,0
2024-001401,XYZ241401,2024-07-05,00:00,2024-07-05 00:34,SBGR,SBGL,ROT001,PR-JRD,34,Realizado,Meteorologia,0,0
2024-001402,XYZ241402,2024-07-05,00:00,2024-07-05 00:28,SBGR,SBBR,ROT002,PR-KSE,28,Realizado,Meteorologia,0,0
2024-001403,XYZ241403,2024-07-05,00:00,2024-07-05 00:43,SBGR,SBCF,ROT003,PR-LTF,43,Realizado,Meteorologia,0,0
2024-001404,XYZ241404,2024-07-05,00:00,2024-07-05 00:36,SBGR,SBPA,ROT004,PR-MUG,36,Realizado,Meteorologia,0,0
2024-001405,XYZ241405,2024-07-05,00:00,2024-07-05 00:29,SBGL,SBBR,ROT010,PR-NVH,29,Realizado,Meteorologia,0,0
2024-001406,XYZ241406,2024-07-05,00:00,2024-07-05 00:46,SBGL,SBCF,ROT011,PR-PWL,46,Realizado,Meteorologia,0,0
2024-001407,XYZ241407,2024-07-05,00:00,2024-07-05 00:58,SBGL,SBPA,ROT012,PR-QXA,58,Desviado,Meteorologia,0,1
2024-001408,XYZ241408,2024-07-05,00:00,2024-07-05 00:21,SBGL,SBCT,ROT013,PR-RYB,21,Realizado,Meteorologia,0,0
2024-001409,XYZ241409,2024-07-05,03:00,2024-07-05 03:18,SBGR,SBGL,ROT001,PR-SCD,18,Realizado,Meteorologia,0,0
2024-001410,XYZ241410,2024-07-05,03:00,2024-07-05 03:40,SBGR,SBBR,ROT002,PR-TQJ,40,Realizado,Meteorologia,0,0
2024-001411,XYZ241411,2024-07-05,03:00,2024-07-05 03:39,SBGR,SBCF,ROT003,PR-UKM,39,Realizado,Meteorologia,0,0
2024-001412,XYZ241412,2024-07-05,03:00,2024-07-05 03:30,SBGR,SBPA,ROT004,PR-VPN,30,Desviado,Meteorologia,0,1
2024-001413,XYZ241413,2024-07-05,03:00,2024-07-05 03:13,SBGL,SBBR,ROT010,PR-WAR,13,Realizado,Meteorologia,0,0
2024-001414,XYZ241414,2024-07-05,03:00,2024-07-05 03:19,SBGL,SBCF,ROT011,PR-XBE,19,Realizado,Meteorologia,0,0
2024-001415,XYZ241415,2024-07-05,03:00,2024-07-05 03:41,SBGL,SBPA,ROT012,PR-YCF,41,Realizado,Meteorologia,0,0
2024-001416,XYZ241416,2024-07-05,03:00,2024-07-05 03:47,SBGL,SBCT,ROT013,PR-ZDG,47,Realizado,Meteorologia,0,0
2024-001417,XYZ241417,2024-07-05,06:00,,SBGR,SBGL,ROT001,PR-ADH,0,Cancelado,Meteorologia,1,0
2024-001418,XYZ241418,2024-07-05,06:00,2024-07-05 06:40,SBGR,SBBR,ROT002,PR-BKR,40,Realizado,Meteorologia,0,0
2024-001419,XYZ241419,2024-07-05,06:00,2024-07-05 06:46,SBGR,SBCF,ROT003,PR-CEV,46,Realizado,Meteorologia,0,0
2024-001420,XYZ241420,2024-07-05,06:00,2024-07-05 06:46,SBGR,SBPA,ROT004,PR-DQF,46,Realizado,Meteorologia,0,0
2024-001421,XYZ241421,2024-07-05,06:00,2024-07-05 06:27,SBGL,SBBR,ROT010,PR-EHX,27,Realizado,Meteorologia,0,0
2024-001422,XYZ241422,2024-07-05,06:00,2024-07-05 06:40,SBGL,SBCF,ROT011,PR-FKA,40,Realizado,Meteorologia,0,0
2024-001423,XYZ241423,2024-07-05,06:00,2024-07-05 06:38,SBGL,SBPA,ROT012,PR-GMB,38,Realizado,Meteorologia,0,0
2024-001424,XYZ241424,2024-07-05,06:00,2024-07-05 06:14,SBGL,SBCT,ROT013,PR-HNC,14,Realizado,Meteorologia,0,0
